"","ID","CALAGUA","ESCASEZ","Falta_ab","falla_AB","inf","PRESHDRL","SUBSIDE","USOSUEL","PRESME","dev_agua","FALTA_D","gasto","Pet_del_dren","abast","edad","Pop_ageb","I_ix","S_M","S_sd","F_M","F_sd"
"2752",4546,0.04045970584876,0,0.0625,0.25,0.2236,0.870064063594781,0,0.555382118694268,0.0625,0,1,0,0,10,18,4,0,0,0,0,0
"2753",4547,0.498464297866144,0,0.0625,0.25,0.1939,0.200232922037758,0,0.255007978307345,0.125,0,1,0,1,9,18,1607,0.77368,0,0,0,0
"2754",4548,0.108820203084979,0,0.0625,0.25,0.3023,0.912722179322851,0,0.685938032833506,0.125,0,1,0,1,18,18,919,0.75383,0,0,0,0
"2755",4549,0.93574920350131,0,0.0625,0.25,0.5381,0.463228688800673,0,0.650879858334938,0.0625,0,1,0,1,60,18,1951,0.77028,0,0,0,0
"2756",4550,0.485300162045723,0,0.0625,0.25,0.8614,0.832685460533129,0,0.19069304823863,0.125,0,1,0,1,30,18,2017,0.79335,0,0,0,0
"2757",4551,0.118347588193853,0,0.0625,0.25,0.553,0.142145243729937,0,0.233622126260271,0.25,0,1,0,1,69,18,2359,0.79897,0,0,0,0
"2758",4552,0.49251728837527,0,0.0625,0.0625,0.6099,0.246654710892605,0,0.074902077514755,0.0625,0,1,0,1,114,9,1353,0.70353,0,0,0,0
"2759",4553,0.534312931913267,0,0.0625,0.0625,0.9068,0.146780872737246,0,0.862474795565263,0.25,0,1,0,1,124,9,1081,0.56334,0,0,0,0
"2760",4554,0.803241275097855,0,0.0625,0.0625,0.2082,0.870299497621618,0,0.649539823295599,0.125,0,1,0,1,22,9,244,0.65522,0,0,0,0
"2761",4555,0.492870449514274,0,0.0625,0.0625,0.0892,0.235057644254183,0,0.856910044976727,0.0625,0,1,0,0.5,38,9,103,0.58252,0,0,0,0
"2762",4556,0.731178408261332,0,0.0625,0.0625,0.3687,0.265210594588185,0,0.31491175316431,0.125,0,1,0,0.5,78,9,175,0.7203,0,0,0,0
"2763",4557,0.841419895038543,0,0.125,0.0625,0.8128,0.104579987220481,0,0.018666431442749,0.5,0,1,0,1,286,9,3225,0.94221,0,0,0,0
"2764",4558,0.177220168117167,0,0.0625,0.0625,0.66,0.780367614467038,0,0.482366563700195,0.25,0,1,0,1,28,9,399,0.65455,0,0,0,0
"2765",4559,0.710240245906704,0,0.0625,0.0313,0.1038,0.411127438283063,0,0.067780790028463,0.125,0,1,0,1,25,6,311,0.6555,0,0,0,0
"2766",4560,0.277607550913428,0,0.25,0.0625,0.9858,0.631550600399134,0,0.116825283547504,0.0625,0,1,0,1,654,9,2761,0.74925,0,0,0,0
"2767",4561,0.099563985737047,0,0.125,0.0625,0.9313,0.385194173369573,0,0.593377268481031,0.0625,0,1,0,0.25,187,9,207,0.58004,0,0,0,0
"2768",4562,0.922114981037656,0,0.0625,0.0625,0.5524,0.202789661111208,0,0.700742189663167,0.125,0,1,0,0.5,0,9,18,0,0,0,0,0
"2769",4563,0.480140264497391,0,0.0625,0.0625,0.9011,0.012974545363779,0,0.258018002826646,0.0625,0,1,0,1,15,9,776,0.9136,0,0,0,0
"2770",4564,0.392977099429801,0,0.0625,0.125,0.5072,0.693858817986397,0,0.243375174231483,0.0625,0,1,0,1,89,14,8145,0.85918,0,0,0,0
"2771",4565,0.606699257101633,0,0.0625,0.0625,0.1798,0.912321280630444,0,0.396007579229664,0.125,0,1,0,1,46,9,5895,0.87513,0,0,0,0
"2772",4566,0.319982038607653,0,0.125,0.0625,0.1365,0.924346984702552,0,0.551757777582916,0.125,0,1,0,1,260,9,8732,0.89956,0,0,0,0
"2773",4567,0.409381664033837,0,0.125,0.0625,0.3565,0.249291355201422,0,0.036368013856286,0.0625,0,1,0,1,257,9,9128,0.90276,0,0,0,0
"2774",4568,0.749480494887294,0,0.0625,0.0625,0.4682,0.073766013901101,0,0.38293645465182,0.125,0,1,0,1,23,9,1213,0.82293,0,0,0,0
"2775",4569,0.924935273798942,0,0.0625,0.0625,0.0678,0.035862032319843,0,0.389629923790702,0.125,0,1,0,1,3,9,4253,0.8458,0,0,0,0
"2776",4570,0.825929656047323,0,0.0625,0.125,0.48,0.859270665800617,0,0.539553263042964,0.0625,0,1,0,1,78,14,3152,0.92874,0,0,0,0
"2777",4571,0.723642106377616,0,0.0625,0.125,0.8825,0.913100336487618,0,0.08051722582611,0.0625,0,1,0,1,99,14,4270,0.84233,0,0,0,0
"2778",4572,0.256407803990467,0,0.0625,0.0625,0.877,0.826618610789363,0,0.585416661718942,0.125,0,1,0,0.5,93,9,138,0.76084,0,0,0,0
"2779",4573,0.830270868004772,0,0.125,0.0625,0.6487,0.027030857018317,0,0.749577507392921,0.0625,0,1,0,1,268,9,4996,0.79314,0,0,0,0
"2780",4574,0.573160216744699,0,0.0625,0.0625,0.4092,0.002199522263891,0,0.504637412166879,0.125,0,1,0,0.5,166,9,331,0.72687,0,0,0,0
"2781",4575,0.085251774202657,0,0.0625,0.0625,0.8135,0.308720252410139,0,0.956608185211188,0.125,0,1,0,1,23,9,3257,0.80352,0,0,0,0
"2782",4576,0.563525974497894,0,0.0625,0.25,0.4095,0.83663309371193,0,0.432234657165677,0.0625,0,1,0,1,126,18,3138,0.84957,0,0,0,0
"2783",4577,0.153563486505264,0,0.125,0.25,0.2651,0.314716823672296,0,0.820263310054971,0.25,0,1,0,1,296,18,4694,0.84148,0,0,0,0
"2784",4578,0.6459789263713,0,0.25,0.125,0.7514,0.16765907741242,0,0.774454984199712,0.125,0,1,0,0.5,479,14,1660,0.56088,0,0,0,0
"2785",4579,0.679121826755437,0,0.25,0.125,0.5698,0.324699216724382,0,0.600322377794875,0.125,0,1,0,1,486,14,4985,0.66013,0,0,0,0
"2786",4580,0.998705531499421,0,0.0625,0.25,0.0171,0.419220330356452,0,0.339336288951316,0.0625,0,1,0,1,93,18,3439,0.68177,0,0,0,0
"2787",4581,0.416885495641482,0,0.125,0.25,0.8399,0.237426980356419,0,0.312000941081057,0.0625,0,1,0,1,196,18,3735,0.73351,0,0,0,0
"2788",4582,0.464804330264778,0,0.0625,0.125,0.7605,0.064318139389899,0,0.632279168979081,0.0625,0,1,0,1,47,14,1885,0.77402,0,0,0,0
"2789",4583,0.020219981780348,0,0.25,0.25,0.334,0.402078039934624,0,0.111761895345969,0.0625,0,1,0,0.5,600,18,1942,0.60934,0,0,0,0
"2790",4584,0.823716198068044,0,0.5,0.25,0.0673,0.27767146746028,0,0.293552119165205,0.0625,0,1,0,0.5,740,18,2358,0.6617,0,0,0,0
"2791",4585,0.336600216757678,0,0.0625,0.0625,0.6913,0.174145401250653,0,0.933629581595793,0.125,0,1,0,1,78,9,6542,0.79911,0,0,0,0
"2792",4586,0.041467215105974,0,0.0625,0.0625,0.6194,0.610850652695609,0,0.560210099648386,0.0625,0,1,0,1,76,9,4972,0.7668,0,0,0,0
"2793",4587,0.637323587355693,0,0.0625,0.0625,0.4939,0.286134943082299,0,0.779765400372137,0.0625,0,1,0,1,3,9,569,0.77736,0,0,0,0
"2794",4588,0.357833297028318,0,0.0625,0.0625,0.4081,0.114066037048797,0,0.140604849905134,0.0625,0,1,0,1,106,9,1506,0.68336,0,0,0,0
"2795",4589,0.72056981821796,0,0.0625,0.0625,0.4282,0.238772928817736,0,0.447224119409037,0.0625,0,1,0,1,25,9,431,0.73039,0,0,0,0
"2796",4590,0.02114617566541,0,0.0625,0.125,0.7447,0.852285957253107,0,0.059220500542129,0.125,0,1,0,1,71,14,1517,0.63473,0,0,0,0
"2797",4591,0.998199143133374,0,0.0625,0.125,0.8407,0.240543948128473,0,0.801715432840292,0.125,0,1,0,1,94,14,2535,0.65205,0,0,0,0
"2798",4592,0.009995950102655,0,0.0625,0.25,0.1446,0.435708547729736,0,0.631734306542704,0.0625,0,1,0,1,32,18,875,0.56352,0,0,0,0
"2799",4593,0.929852717696503,0,0.0625,0.125,0.5399,0.883534620489233,0,0.547246730750218,0.0625,0,1,0,1,9,14,75,0.68563,0,0,0,0
"2800",4594,0.242062470804652,0,0.0625,0.0313,0.8538,0.575804859621882,0,0.446782476714545,0.125,0,1,0,1,36,6,231,0.80074,0,0,0,0
"2801",4595,0.953916316671874,0,0.0625,0.0313,0.3244,0.823632420289574,0,0.026472900701565,0.0625,0,1,0,0,0,6,0,0,0,0,0,0
"2802",4596,0.432247750396908,0,0.0625,0.0313,0.719,0.567041442040506,0,0.57426195706974,0.125,0,1,0,0,0,6,0,0,0,0,0,0
"2803",4597,0.59180189314124,0,0.25,0.125,0.1052,0.221675022077992,0,0.904677280547913,0.0625,0,1,0,1,712,14,6719,0.62314,0,0,0,0
"2804",4598,0.316015783798858,0,0.125,0.125,0.3241,0.360574559496475,0,0.468259631244766,0.0625,0,1,0,1,188,14,4749,0.64411,0,0,0,0
"2805",4599,0.054451907743825,0,0.25,0.125,0.1732,0.461199305370908,0,0.708229368619591,0.0625,0,1,0,1,438,14,5349,0.62856,0,0,0,0
"2806",4600,0.290268398425449,0,0.0625,0.0625,0.5275,0.359611153358466,0,0.822766514523305,0.0625,0,1,0,1,166,9,582,0.62336,0,0,0,0
"2807",4601,0.666085137836925,0,0.0625,0.25,0.443,0.276850452173223,1,0.688449385942746,0.0625,0,1,0,0.192874,82,18,5118,0.54034,0,0,0,0
"2808",4602,0.299255674532432,0,0.0625,0.25,0.4128,0.01081692527356,1,0.077049052292024,0.0625,0,1,0,0.192874,58,18,4448,0.5131,0,0,0,0
"2809",4603,0.970201570006009,0,0.0625,0.25,0.4259,0.567559038986965,1,0.293462778668281,0.0625,0,1,0,0.192874,22,18,2254,0.54883,0,0,0,0
"2810",4604,0.714366204363387,0,0.0625,0.25,0.69,0.187855113081436,1,0.68254188918595,0.0625,0,1,0,0.192874,53,18,2259,0.51813,0,0,0,0
"2811",4605,0.807497883590482,0,0.0625,0.25,0.9133,0.128428403899552,0,0.188120727739992,0.0625,0,1,0,0.192874,30,18,3395,0.51495,0,0,0,0
"2812",4606,0.42735623815988,0,0.0625,0.25,0.3129,0.258894050013623,0,0.944650562352224,0.0625,0,1,0,0.192874,23,18,4027,0.48373,0,0,0,0
"2813",4607,0.872911187614341,0,0.0625,0.25,0.6801,0.649260039322167,0,0.072412350678186,0.0625,0,1,0,0.096437,20,18,2577,0.52206,0,0,0,0
"2814",4608,0.320906520278642,0,0.125,0.25,0.2875,0.826112905670512,1,0.521569286019235,0.0625,0,1,0,0.192874,174,18,6670,0.51258,0,0,0,0
"2815",4609,0.974869761231311,0.0625,0.125,0.25,0.7618,0.389799834948195,1,0.533384844979139,0.0625,0,1,0,0.192874,141,18,6551,0.52888,0,0,0,0
"2816",4610,0.206509208452393,0,0.0625,0.25,0.5174,0.460870844956007,1,0.954893339833494,0.0625,0,1,0,0.192874,191,18,4208,0.50759,0,0,0,0
"2817",4611,0.699106414525697,0,0.0625,0.25,0.0448,0.885963623411289,1,0.015665035287458,0.125,0,1,0,0.192874,34,18,3510,0.51863,0,0,0,0
"2818",4612,0.625290981630639,0,0.0625,0.25,0.7456,0.536475229498953,1,0.139617840063233,0.0625,0,1,0,0.192874,0,18,2100,0.52999,0,0,0,0
"2819",4613,0.214602590133412,0,0.0625,0.25,0.3396,0.753264545260877,1,0.383317370051315,0.125,0,1,0,0.192874,19,18,4107,0.52155,0,0,0,0
"2820",4614,0.359677451271806,0,0.0625,0.25,0.6642,0.6708428533326,1,0.026613163629872,0.0625,0,1,0,0.192874,53,18,3043,0.4582,0,0,0,0
"2821",4615,0.594299976992536,0,0.0625,0.25,0.6628,0.710289291295798,0,0.804169672634095,0.0625,0,1,0,0.192874,62,18,2728,0.49526,0,0,0,0
"2822",4616,0.341559720984949,0,0.0625,0.25,0.3888,0.869772420371208,0,0.113140885144041,0.0625,0,1,0,0.096437,10,18,2618,0.44033,0,0,0,0
"2823",4617,0.763953734884776,0,0.0625,0.25,0.6132,0.758245798510124,0,0.191786074634909,0.125,0,1,0,0.192874,22,18,3792,0.49611,0,0,0,0
"2824",4618,0.272250906924128,0,0.0625,0.25,0.8716,0.431234844954929,0,0.239044589467891,0.0625,0,1,0,0.192874,55,18,2947,0.48953,0,0,0,0
"2825",4619,0.980885870061225,0,0.0625,0.25,0.7137,0.258885262283259,1,0.30618288586158,0.0625,0,1,0,0.192874,150,18,5956,0.46519,0,0,0,0
"2826",4620,0.808996474740297,0,0.0625,0.25,0.9289,0.531478061725802,1,0.730772172863379,0.125,0,1,0,0.192874,57,18,5669,0.5366,0,0,0,0
"2827",4621,0.746311086103179,0,0.0625,0.25,0.5139,0.201236372688378,1,0.650779553846779,0.0625,0,1,0,0.192874,94,18,6579,0.49889,0,0,0,0
"2828",4622,0.768452572987341,0.0625,0.0625,0.25,0.5494,0.170219971787561,1,0.671329768048199,0.0625,0,1,0,0.192874,136,18,7351,0.50356,0,0,0,0
"2829",4623,0.952209020715952,0.0625,0.0625,0.25,0.6078,0.530894406481396,1,0.134796962212146,0.125,0,1,0,0.192874,60,18,2474,0.4685,0,0,0,0
"2830",4624,0.774091400202195,0,0.0625,0.25,0.5452,0.379814120164005,1,0.278307278940001,0.0625,0,1,0,0.192874,27,18,3846,0.48815,0,0,0,0
"2831",4625,0.602874220670271,0,0.0625,0.25,0.8697,0.985204573014642,1,0.299931664533151,0.0625,0,1,0,0.096437,25,18,3278,0.49762,0,0,0,0
"2832",4626,0.810822921732231,0,0.0625,0.25,0.7936,0.755064856412779,1,0.249862606586087,0.0625,0,1,0,0.192874,34,18,2871,0.50863,0,0,0,0
"2833",4627,0.347976553677914,0,0.0625,0.25,0.8406,0.357356824843293,1,0.851849004031723,0.0625,0,1,0,0.192874,20,18,1977,0.49899,0,0,0,0
"2834",4628,0.682464233731321,0,0.0625,0.25,0.3686,0.43926480858547,1,0.040533346607231,0.0625,0,1,0,0.192874,41,18,2447,0.48143,0,0,0,0
"2835",4629,0.875616685065447,0,0.0625,0.25,0.9745,0.19150851101745,1,0.109091560987724,0.0625,0,1,0,0.192874,16,18,3091,0.52941,0,0,0,0
"2836",4630,0.989144157201484,0,0.25,0.25,0.0473,0.226350751919993,0,0.883807693381216,0.0625,0,1,0,0.096437,737,18,3526,0.54322,0,0,0,0
"2837",4631,0.026689893746148,0,0.0625,0.25,0.995,0.840081316570136,0,0.039741112386511,0.0625,0,1,0,0.192874,37,18,3254,0.50382,0,0,0,0
"2838",4632,0.543894818438938,0,0.0625,0.25,0.2162,0.640538448998032,1,0.858860238545024,0.0625,0,1,0,0.192874,187,18,6280,0.50456,0,0,0,0
"2839",4633,0.852826212949795,0,0.0625,0.25,0.3911,0.298509220274636,1,0.096602921039774,0.0625,0,1,0,0.192874,49,18,5288,0.52562,0,0,0,0
"2840",4634,0.755809047876362,0.0625,0.0625,0.25,0.8833,0.95993525585214,1,0.978320479528322,0.0625,0,1,0,0.192874,108,18,7259,0.49057,0,0,0,0
"2841",4635,0.88730843536981,0.0625,0.25,0.0625,0.7373,0.215624144972631,1,0.547173782100709,0.0625,0,1,0,0.096437,503,9,4403,0.46687,0,0,0,0
"2842",4636,0.472628380928177,0,0.0625,0.25,0.6832,0.150721969152414,1,0.160303130569773,0.0625,0,1,0,0.192874,46,18,2164,0.52407,0,0,0,0
"2843",4637,0.77286720529799,0,0.0625,0.25,0.7835,0.31453431133457,1,0.284331021179711,0.0625,0,1,0,0.192874,40,18,3003,0.53752,0,0,0,0
"2844",4638,0.327199746493509,0,0.0625,0.25,0.69,0.761504610179371,1,0.682234306065516,0.0625,0,1,0,0.192874,51,18,3018,0.52561,0,0,0,0
"2845",4639,0.076270809842028,0,0.0625,0.25,0.644,0.459034130521427,1,0.428778117874992,0.0625,0,1,0,0.192874,52,18,2839,0.51733,0,0,0,0
"2846",4640,0.445720652426249,0,0.0625,0.25,0.963,0.065015111642265,1,0.451289877757087,0.0625,0,1,0,0.192874,26,18,3918,0.54616,0,0,0,0
"2847",4641,0.329949608183654,0,0.0625,0.25,0.0527,0.751344077425947,0,0.050997788363325,0.0625,0,1,0,0.192874,37,18,3053,0.52962,0,0,0,0
"2848",4642,0.105896210642981,0,0.0625,0.25,0.9084,0.167170922777475,0,0.119942954952096,0.0625,0,1,0,0.192874,16,18,3946,0.5112,0,0,0,0
"2849",4643,0.19313974217046,0,0.0625,0.25,0.0298,0.012939311114377,0,0.234587341413348,0.0625,0,1,0,0.192874,25,18,3058,0.49652,0,0,0,0
"2850",4644,0.773663346650209,0,0.0625,0.25,0.235,0.052429450865643,0,0.463780961510359,0.0625,0,1,0,0.096437,8,18,3760,0.47704,0,0,0,0
"2851",4645,0.057789598725119,0,0.0625,0.25,0.851,0.831914263273751,0,0.587108372008409,0,0,1,0,0.096437,31,18,3468,0.44989,0,0,0,0
"2852",4646,0.877587477690945,0,0.0625,0.25,0.6932,0.460455335776109,1,0.941377253746101,0.0625,0,1,0,0.192874,125,18,4482,0.48562,0,0,0,0
"2853",4647,0.926049886658881,0,0.0625,0.25,0.223,0.813224275802181,1,0.666088872930062,0.0625,0,1,0,0.192874,120,18,2756,0.55598,0,0,0,0
"2854",4648,0.36164524261487,0,0.0625,0.25,0.468,0.42562267803456,1,0.096591511073345,0.0625,0,1,0,0.192874,38,18,3268,0.5515,0,0,0,0
"2855",4649,0.687186446527059,0,0.0625,0.25,0.4168,0.461085640110279,1,0.335437085089139,0.125,0,1,0,0.192874,45,18,2838,0.59085,0,0,0,0
"2856",4650,0.17593928459622,0,0.0625,0.25,0.3689,0.176159192100206,1,0.843372485253456,0.25,0,1,0,0.192874,30,18,2772,0.54083,0,0,0,0
"2857",4651,0.579990931611929,0,0.0625,0.25,0.9988,0.836500169075452,1,0.019679886441949,0.25,0,1,0,0.192874,61,18,1744,0.52732,0,0,0,0
"2858",4652,0.815988635856061,0,0.5,0.25,0.9498,0.646916311828422,1,0.799071198511972,0.125,0,1,0,0.096437,809,18,2788,0.48554,0,0,0,0
"2859",4653,0.196244244158945,0,0.25,0.25,0.863,0.627025915701155,0,0.934186797033211,0.0625,0,1,0,0.096437,567,18,3029,0.50536,0,0,0,0
"2860",4654,0.353247180661439,0,0.0625,0.25,0.9625,0.444911374532685,0,0.508606066552914,0.0625,0,1,0,0.192874,102,18,7545,0.47908,0,0,0,0
"2861",4655,0.46941710057617,0,0.0625,0.25,0.3253,0.446372991560845,0,0.478733743201794,0.0625,0,1,0,0.192874,63,18,3196,0.48383,0,0,0,0
"2862",4656,0.5789410110613,0,0.0625,0.25,0.7049,0.504947893311056,0,0.659236131252411,0.0625,0,1,0,0.192874,32,18,5006,0.47075,0,0,0,0
"2863",4657,0.067419080931164,0,0.0625,0.25,0.9909,0.241017595022099,0,0.033551947193757,0.0625,0,1,0,0.096437,63,18,3400,0.50555,0,0,0,0
"2864",4658,0.10405017757321,0,0.0625,0.25,0.744,0.332606820790057,1,0.641835858435744,0.0625,0,1,0,0.192874,44,18,3084,0.55199,0,0,0,0
"2865",4659,0.566795230154342,0,0.0625,0.25,0.5727,0.56012367837592,1,0.905323667561088,0.125,0,1,0,0.096437,24,18,4752,0.54914,0,0,0,0
"2866",4660,0.999565324527084,0,0.0625,0.25,0.4138,0.92284168444629,1,0.03378813311125,0.125,0,1,0,0.192874,37,18,4020,0.56621,0,0,0,0
"2867",4661,0.220743292984958,0,0.0625,0.25,0.3198,0.748284083048634,1,0.542530443723494,0.0625,0,1,0,0.192874,61,18,4978,0.51937,0,0,0,0
"2868",4662,0.796753847298111,0,0.25,0.25,0.8443,0.529149150768864,1,0.508392085989338,0.0625,0,1,0,0.096437,588,18,3123,0.48438,0,0,0,0
"2869",4663,0.110086799884366,0,0.0625,0.25,0.884,0.574514773481323,1,0.180686929030418,0.0625,0,1,0,0.192874,18,18,1235,0.57323,0,0,0,0
"2870",4664,0.731414120341427,0,0.0625,0.25,0.6258,0.956112865530514,1,0.079631693159318,0.125,0,1,0,0.192874,198,18,2545,0.57471,0,0,0,0
"2871",4665,0.530474703958243,0,0.0625,0.25,0.1161,0.810329619678393,1,0.035744929809023,0.0625,0,1,0,0.192874,42,18,2297,0.49852,0,0,0,0
"2872",4666,0.870489660673434,0,0.0625,0.25,0.6982,0.840089699344654,0,0.056908714783483,0.0625,0,1,0,0.192874,106,18,4626,0.50998,0,0,0,0
"2873",4667,0.682095306482998,0,0.125,0.25,0.6435,0.939632977974737,1,0.464509507542001,0.0625,0,1,0,0.192874,174,18,5284,0.49451,0,0,0,0
"2874",4668,0.722592836244659,0,0.0625,0.25,0.2436,0.00937461480734,0,0.865011422168969,0.25,0,1,0,0.192874,54,18,3813,0.42708,0,0,0,0
"2875",4669,0.087911007024258,0,0.0625,0.25,0.0357,0.729318549779533,0,0.192886390332831,0.125,0,1,0,0.192874,56,18,3662,0.46559,0,0,0,0
"2876",4670,0.455157267703499,0,0.0625,0.25,0.9084,0.156640867651989,1,0.160109720823374,0.25,0,1,0,0.192874,78,18,3792,0.46191,0,0,0,0
"2877",4671,0.414549173927631,0,0.125,0.125,0.6968,0.029098462002045,1,0.078581645967268,0.125,0,1,0,0.192874,243,14,2781,0.49687,0,0,0,0
"2878",4672,0.161905168756669,0,0.0625,0.25,0.1245,0.898236815388349,1,0.968833512646433,0.25,0,1,0,0.192874,74,18,1872,0.49097,0,0,0,0
"2879",4673,0.355034970570693,0,0.0625,0.25,0.1639,0.226578566172025,1,0.239672622237512,0.0625,0,1,0,0.192874,108,18,2853,0.50243,0,0,0,0
"2880",4674,0.550690204262992,0.0625,0.0625,0.25,0.0973,0.794874616129532,1,0.413520589563788,0.0625,0,1,0,0.192874,31,18,2611,0.53916,0,0,0,0
"2881",4675,0.308460799366813,0,0.0625,0.25,0.3025,0.943880515359204,1,0.080240425038425,0.0625,0,1,0,0.192874,35,18,2944,0.60071,0,0,0,0
"2882",4676,0.323738973972081,0,0.0625,0.25,0.1857,0.242525603366628,1,0.056917920753166,0.0625,0,1,0,0.192874,24,18,3599,0.54134,0,0,0,0
"2883",4677,0.985053275454438,0,0.0625,0.25,0.9332,0.854903834086283,1,0.182232230642469,0.0625,0,1,0,0.192874,46,18,2499,0.55417,0,0,0,0
"2884",4678,0.144145964007647,0,0.0625,0.25,0.5992,0.70468479890691,1,0.722667128214767,0.25,0,1,0,0.192874,31,18,2757,0.5442,0,0,0,0
"2885",4679,0.342112987100742,0.0625,0.0625,0.25,0.9706,0.392794652477255,1,0.077990170295407,0.125,0,1,0,0.192874,8,18,2321,0.54846,0,0,0,0
"2886",4680,0.274526485350542,0,0.0625,0.25,0.4096,0.626605220127571,1,0.330590627952617,0.0625,0,1,0,0.192874,7,18,1712,0.59513,0,0,0,0
"2887",4681,0.184838561633976,0,0.0625,0.25,0.2348,0.798925065970508,1,0.200885839693946,0.0625,0,1,0,0.192874,18,18,2458,0.5871,0,0,0,0
"2888",4682,0.430071084494505,0,0.0625,0.25,0.6605,0.780151405097094,1,0.276841204028938,0.0625,0,1,0,0.192874,32,18,2845,0.61424,0,0,0,0
"2889",4683,0.457606343401106,0,0.0625,0.25,0.5844,0.293792819708086,1,0.242452621783924,0.0625,0,1,0,0.192874,10,18,2630,0.58391,0,0,0,0
"2890",4684,0.834264209574811,0,0.0625,0.25,0.5732,0.253542771371236,1,0.845117967446188,0.0625,0,1,0,0.192874,20,18,1955,0.5528,0,0,0,0
"2891",4685,0.34954309964552,0,0.0625,0.25,0.8851,0.412417737548797,1,0.195763583568659,0.0625,0,1,0,0.192874,43,18,2750,0.58859,0,0,0,0
"2892",4686,0.385802606307364,0.0625,0.125,0.25,0.9824,0.36413690423023,1,0.725335500528856,0.0625,0,1,0,0.192874,339,18,5262,0.7406,0,0,0,0
"2893",4687,0.706589805895791,1,0.0625,0.25,0.9821,0.29602062838298,0,0.53876016522747,0.0625,0,1,0,0.096437,148,18,176,0.31813,0,0,0,0
"2894",4688,0.850186731580048,0.0625,0.0625,0.25,0.4113,0.692811392794347,1,0.2231733864243,0.0625,0,1,0,0.192874,202,18,1691,0.68365,0,0,0,0
"2895",4689,0.60818210242758,0.0625,0.0625,0.0625,0.8846,0.898608245628692,1,0.682113927238489,0,0,0.098,0,0.192874,200,9,1665,0.66727,0,0,0,0
"2896",4690,0.48379780619146,0,0.0625,0.125,0.9994,0.073346531557525,1,0.247588582050764,0.0625,0,1,0,0.192874,0,14,38,0,0,0,0,0
"2897",4691,0.938555981280167,0.0625,0.0625,0.125,0.6395,0.649163219027193,1,0.871263000054888,0.0625,0,1,0,0.192874,33,14,2423,0.48862,0,0,0,0
"2898",4692,0.345866719502622,0,0.0625,0.25,0.198,0.524797815592544,1,0.261075308543557,0.0625,0,1,0,0.192874,37,18,5019,0.52371,0,0,0,0
"2899",4693,0.356217186581503,0.0625,0.0625,0.125,0.1014,0.093783289523758,1,0.492175880930103,0.0625,0,1,0,0.192874,72,14,3039,0.45202,0,0,0,0
"2900",4694,0.166834238546433,0,0.0625,0.25,0.8023,0.712444574402356,1,0.723757032304163,0.0625,0,1,0,0.192874,36,18,4137,0.51008,0,0,0,0
"2901",4695,0.943577873835879,0,0.0625,0.25,0.6016,0.671380610840644,1,0.432893850737169,0.0625,0,1,0,0.192874,11,18,2582,0.51177,0,0,0,0
"2902",4696,0.483449833973278,0,0.0625,0.25,0.0457,0.240773297024571,1,0.502190499807767,0,0,1,0,0.192874,35,18,3057,0.4929,0,0,0,0
"2903",4697,0.188798890986969,0,0.0625,0.25,0.5236,0.55477132401279,1,0.415104281504589,0.5,0,1,0,0.192874,24,18,2438,0.57336,0,0,0,0
"2904",4698,0.666091734573724,0,0.0625,0.25,0.2747,0.658069643095708,1,0.482583096845356,0.125,0,1,0,0.192874,14,18,2027,0.53127,0,0,0,0
"2905",4699,0.204145519676949,0,0.0625,0.25,0.0805,0.142106630335526,1,0.574595337307365,0.125,0,1,0,0.192874,36,18,3413,0.57332,0,0,0,0
"2906",4700,0.999659533480452,0,0.0625,0.25,0.9184,0.827574564526779,1,0.805155670445233,0.0625,0,1,0,0.192874,26,18,4093,0.5277,0,0,0,0
"2907",4701,0.578729122398807,0,0.0625,0.25,0.4386,0.140759570013829,1,0.595177924002907,0.0625,0,1,0,0.192874,65,18,4142,0.5546,0,0,0,0
"2908",4702,0.781794924430491,0,0.0625,0.25,0.8512,0.34913220316986,0,0.051050398593596,0.125,0,1,0,0.192874,17,18,2472,0.47172,0,0,0,0
"2909",4703,0.911071519402165,0,0.0625,0.125,0.266,0.148793356188359,1,0.321172479753553,0.25,0,1,0,0,7,14,1,0,0,0,0,0
"2910",4704,0.91856318294661,0,0.0625,0.0313,0.4259,0.663652413139412,1,0.41569485902115,0.0625,0,1,0,0,0,6,0,0,0,0,0,0
"2911",4705,0.789296963217614,0,0.0625,0.0313,0.7721,0.710091711400627,1,0.139667385530964,0.125,0,1,0,0.192874,29,6,439,0.4069,0,0,0,0
"2912",4706,0.840351949126799,0,0.125,0.0313,0.3025,0.925585701213432,1,0.490468487233509,0.0625,0,1,0,0.192874,234,6,4801,0.61931,0,0,0,0
"2913",4707,0.95587834050972,0,0.0625,0.25,0.4994,0.292488701210837,1,0.89887709136634,0.0625,0,1,0,0.096437,0,18,77,0.4591,0,0,0,0
"2914",4708,0.75985833501631,0,0.0625,0.0313,0.6965,0.397845834673099,1,0.212822773727271,0.0625,0,1,0,0.192874,16,6,610,0.35193,0,0,0,0
"2915",4723,0.412517290437256,0,0.0625,0.125,0.5465,0.956040913931062,0,0.735175000770396,0.125,0,1,0,0.083462,19,14,3093,0.61234,0,0,0,0
"2916",4724,0.406123306937807,0,0.125,0.125,0.2717,0.370738296559552,0,0.550580175430527,0.0625,0,1,0,0.083462,244,14,2752,0.57888,0,0,0,0
