"","ID","CALAGUA","ESCASEZ","Falta_ab","falla_AB","inf","PRESHDRL","SUBSIDE","USOSUEL","PRESME","dev_agua","FALTA_D","gasto","Pet_del_dren","abast","edad","Pop_ageb","I_ix","S_M","S_sd","F_M","F_sd"
"1697",2781,0.936459432402232,0,0.5,0.125,0.1932,0.52061006081353,0,0.730522028460173,0.0625,0,1,0,1,837,14,7285,0.56292,0,0,0,0
"1698",2782,0.329083753008641,0,0.25,0.125,0.7259,0.789097924793396,0,0.757273458715377,0.125,0,1,0,1,444,14,6145,0.53768,0,0,0,0
"1699",2783,0.345348406146075,0,0.125,0.125,0.0485,0.147717547804005,0,0.147918289912453,0.0625,0,1,0,1,180,14,4878,0.72659,0,0,0,0
"1700",2784,0.520590921463854,0,0.125,0.25,0.0439,0.99207920730284,0,0.022645123060859,0.0625,0,1,0,1,316,18,4951,0.63296,0,0,0,0
"1701",2785,0.477828252836435,0,0.125,0.125,0.6739,0.066055536915205,0,0.995267078516305,0.0625,0,1,0,1,199,14,5801,0.64557,0,0,0,0
"1702",2786,0.764312624653103,0,0.125,0.125,0.0254,0.666659800612437,0,0.011493134110761,0.125,0,1,0,1,294,14,5039,0.62518,0,0,0,0
"1703",2787,0.254512576842828,0,0.0625,0.125,0.5426,0.350488640615174,0,0.241342641109764,0.0625,0,1,0,1,165,14,4173,0.66508,0,0,0,0
"1704",2788,0.517805572413229,0,0.0625,0.0313,0.4836,0.042629590647737,0,0.381800808211978,0.0625,0,1,0,1,36,6,844,0.68482,0,0,0,0
"1705",2789,0.598762022219581,0,0.0625,0.0625,0.1627,0.374185997874278,0,0.77072864822004,0.125,0,1,0,1,66,9,935,0.55255,0,0,0,0
"1706",2790,0.787830298562976,0,0.0625,0.0625,0.121,0.67022122338747,0,0.732036484182801,0.125,0,1,0,0.5,20,9,133,0.48493,0,0,0,0
"1707",2791,0.731417298160468,0,0.25,0.25,0.5742,0.834327198135368,0,0.514189707710152,0.0625,0,1,0,1,614,18,6106,0.63421,0,0,0,0
"1708",2792,0.597061308552767,0,0.0625,0.125,0.95,0.642754830125485,0,0.223549195138704,0.125,0,1,0,1,42,14,1446,0.62404,0,0,0,0
"1709",2793,0.043950385294091,0,0.0625,0.125,0.1759,0.964238517518337,0,0.203853328812467,0.125,0,1,0,1,120,14,2077,0.6444,0,0,0,0
"1710",2794,0.231497431674253,0,0.0625,0.125,0.144,0.381044218926536,0,0.476549920200769,0.125,0,1,0,1,84,14,3889,0.56644,0,0,0,0
"1711",2795,0.85257509070687,0,0.5,0.125,0.1852,0.599130189916989,0,0.63196202126568,0.0625,0,1,0,0.5,794,14,2939,0.54182,0,0,0,0
"1712",2796,0.083664713062155,0,0.25,0.125,0.3197,0.559869820232266,0,0.390416967358453,0.0625,0,1,0,1,385,14,5710,0.57096,0,0,0,0
"1713",2797,0.717659635196749,0,0.0625,0.125,0.4678,0.558125095420829,0,0.703778257942514,0.125,0,1,0,1,121,14,3246,0.57828,0,0,0,0
"1714",2798,0.222472537110455,0,0.0625,0.125,0.057,0.809216784801298,0,0.522616950732863,0.125,0,1,0,1,63,14,5570,0.81812,0,0,0,0
"1715",2799,0.983430757522022,0,0.125,0.0625,0.5596,0.546390047175961,0,0.68143048195528,0.0625,0,1,0,1,227,9,8875,0.81581,0,0,0,0
"1716",2800,0.345796502365775,0,0.125,0.25,0.6989,0.020045855927189,0,0.931737972740283,0.125,0,1,0,1,305,18,7428,0.65447,0,0,0,0
"1717",2801,0.717966536554082,0,0.0625,0.125,0.037,0.88226545341945,0,0.255513532472895,0.0625,0,1,0,1,92,14,4134,0.70023,0,0,0,0
"1718",2802,0.142858202387932,0,0.125,0.25,0.6045,0.159805772512739,0,0.782066341105647,0.125,0,1,0,1,260,18,6073,0.6907,0,0,0,0
"1719",2803,0.28744386149578,0,0.125,0.125,0.7445,0.071482182212707,0,0.410020013366092,0.125,0,1,0,1,234,14,3358,0.49385,0,0,0,0
"1720",2804,0.663463304260443,0,0.125,0.125,0.6327,0.169642046857273,0,0.546395038412102,0.125,0,1,0,1,232,14,3313,0.53638,0,0,0,0
"1721",2805,0.003692914543721,0,0.0625,0.125,0.6333,0.516165722992849,0,0.334740768880043,0.0625,0,1,0,1,76,14,1712,0.79443,0,0,0,0
"1722",2806,0.749705637530864,0,0.0625,0.25,0.0212,0.721753173260029,0,0.432304098758128,0.0625,0,1,0,1,53,18,2179,0.83163,0,0,0,0
"1723",2807,0.470600209335891,0,0.125,0.0625,0.1355,0.338168798667435,0,0.308833024707325,0.0625,0,1,0,1,368,9,2610,0.45231,0,0,0,0
"1724",2808,0.158237085134225,0,0.125,0.0313,0.3559,0.050988801467398,0,0.589793015676386,0.125,0,1,0,0.5,389,6,421,0.31893,0,0,0,0
"1725",2809,0.856954870264651,0,0.125,0.0313,0.0545,0.885258701943184,0,0.438183163218834,0.0625,0,1,0,1,176,6,3686,0.78061,0,0,0,0
"1726",2810,0.367544889180948,0,0.5,0.0313,0.3154,0.235091250362224,0,0.121148695147106,0.0625,0,1,0,0.5,1052,6,1221,0.41408,0,0,0,0
"1727",2811,0.971951525535253,0,0.25,0.0313,0.1934,0.695262034288356,0,0.027593180157434,0.0625,0,1,0,0.25,545,6,551,0.16996,0,0,0,0
"1728",2812,0.604913558146501,0,0.0625,0.125,0.9267,0.289934107776329,0,0.038178392754964,0.0625,0,1,0,1,37,14,566,0.67614,0,0,0,0
"1729",2813,0.704810162918483,0,0.0625,0.0313,0.9122,0.594700454640094,0,0.616883216151155,0.0625,0,1,0,1,40,6,1443,0.79241,0,0,0,0
"1730",2814,0.758001586139946,0,0.0625,0.0625,0.1231,0.083910658885118,0,0.040063066935864,0.125,0,1,0,0.5,127,9,2716,0.39709,0,0,0,0
"1731",2815,0.458902068788634,0,0.125,0.0625,0.3978,0.161352636892049,0,0.081269302423649,0.125,0,1,0,1,195,9,2340,0.48075,0,0,0,0
"1732",2816,0.820755856940294,0,0.0625,0.0313,0.8133,0.740294693677824,0,0.295224558727575,0.5,0,1,0,0.5,36,6,739,0.24736,0,0,0,0
"1733",2817,0.813804503136957,0,0.0625,0.125,0.4765,0.129735792772162,0,0.232913381850233,0.125,0,1,0,1,112,14,5221,0.52471,0,0,0,0
"1734",2818,0.808981525144136,0,0.0625,0.0156,0.0573,0.192097656515237,0,0.518627596899583,0.0625,0,1,0,0.5,6,4,58,0,0,0,0,0
"1735",2819,0.660702233750191,0,0.25,0.125,0.7123,0.213002222103945,0,0.80685498853124,0.125,0,1,0,1,504,14,6973,0.61645,0,0,0,0
"1736",2820,0.12489387431161,0,0.0625,0.125,0.8083,0.389506329654571,0,0.352351376488676,0.25,0,1,0,1,54,14,2441,0.75786,0,0,0,0
"1737",2821,0.413902105181483,0,0.0625,0.125,0.83,0.463886670407122,0,0.667803996524673,0.125,0,1,0,1,44,14,1312,0.72096,0,0,0,0
"1738",2822,0.612551523488653,0,0.0625,0.0313,0.1561,0.244753552815634,0,0.117827489923532,0.125,0,1,0,1,72,6,563,0.61772,0,0,0,0
"1739",2823,0.966207054264474,0,0.5,0.0625,0.4268,0.163265686496487,0,0.043986658944299,0.0625,0,1,0,0.5,782,9,4834,0.46206,0,0,0,0
"1740",2824,0.192898869632553,0,0.0625,0.0156,0.5808,0.179411260546093,0,0.206642756371648,0.0625,0,1,0,0.5,21,4,128,0.49006,0,0,0,0
"1741",2825,0.663434001627866,0,0.25,0.0625,0.2369,0.436450598491669,0,0.391019695272764,0.0625,0,1,0,0.5,406,9,1863,0.53127,0,0,0,0
"1742",2826,0.691598994519053,0,0.25,0.0625,0.2816,0.21415741043924,0,0.213839049062031,0.125,0,1,0,1,390,9,3341,0.62488,0,0,0,0
"1743",2827,0.490002705692403,0,0.25,0.125,0.5179,0.211212197531156,0,0.22395733000758,0.0625,0,1,0,0.5,372,14,4002,0.43181,0,0,0,0
"1744",2828,0.434700878376124,0,0.0625,0.0625,0.165,0.803449943369861,0,0.059129361996388,0.0625,0,1,0,1,66,9,666,0.45898,0,0,0,0
"1745",2829,0.715700700355661,0,0.25,0.0625,0.033,0.634848291299688,0,0.18003929297512,0.0625,0,1,0,1,652,9,5906,0.50518,0,0,0,0
"1746",2830,0.233781750375028,0,0.0625,0.0625,0.3905,0.444089312535459,0,0.246301458231819,0.125,0,1,0,1,20,9,1660,0.75525,0,0,0,0
"1747",2831,0.647159539518902,0,0.0625,0.0625,0.0589,0.320963146161693,0,0.69397334567528,0.125,0,1,0,1,0,9,748,0.80036,0,0,0,0
"1748",2832,0.573354391149259,0,0.0625,0.0313,0.1978,0.624160106115079,0,0.265143480105126,0.125,0,1,0,1,0,6,1121,0.73579,0,0,0,0
"1749",2833,0.191950793007858,0,0.25,0.0313,0.4725,0.023575491512168,0,0.818485070676642,0.125,0,1,0,0.5,424,6,1000,0.44611,0,0,0,0
"1750",2834,0.244208278911826,0,0.0625,0.0313,0.7423,0.598954171594705,0,0.372456018442274,0.125,0,1,0,0.5,67,6,326,0.36598,0,0,0,0
"1751",2835,0.949752647140544,0,0.0625,0.0313,0.373,0.53800779700157,0,0.156509688774792,0.0625,0,1,0,1,40,6,1548,0.49459,0,0,0,0
"1752",2836,0.497475125699256,0,0.0625,0.0156,0.4635,0.745173477922306,0,0.444236623154836,0.125,0,1,0,1,0,4,46,0.81939,0,0,0,0
"1753",2837,0.952449274568335,0,0.0625,0.125,0.204,0.568235420630814,0,0.748872855557554,0.0625,0,1,0,1,52,14,909,0.53704,0,0,0,0
"1754",2838,0.020403306747557,0,0.0625,0.125,0.738,0.57120504447857,0,0.285325926111407,0.0625,0,1,0,1,14,14,724,0.64012,0,0,0,0
"1755",2839,0.516795551777724,0,0.0625,0.125,0.6048,0.854439248508581,0,0.904455616318487,0.0625,0,1,0,0,10,14,4,0,0,0,0,0
"1756",2840,0.731284832191837,0,0.0625,0.125,0.9218,0.413421650191517,0,0.61219500944805,0.0625,0,1,0,1,43,14,396,0.54741,0,0,0,0
"1757",2841,0.686444285286217,0,0.0625,0.125,0.05,0.873994216276308,0,0.579532666552466,0.0625,0,1,0,0.5,8,14,117,0.63309,0,0,0,0
"1758",2842,0.738665897183396,0,0.0625,0.125,0.0623,0.665710442585249,0,0.112232920789328,0.0625,0,1,0,1,26,14,556,0.62003,0,0,0,0
"1759",2843,0.59418920004127,0,0.0625,0.125,0.5284,0.743961187422408,0,0.664389651017485,0.0625,0,1,0,1,51,14,734,0.57607,0,0,0,0
"1760",2844,0.497145823810702,0,0.0625,0.0625,0.2374,0.230052850650264,0,0.038503081173806,0.0625,0,1,0,0,10,9,4,0,0,0,0,0
"1761",2845,0.8990195173715,0,0.0625,0.0625,0.6188,0.045743259807044,0,0.487193836889058,0.0625,0,1,0,0.5,0,9,23,0,0,0,0,0
"1762",2847,0.139501027111953,0,0.0625,0.125,0.8613,0.555026057391854,0,0.189821845012016,0.0625,0,1,0,1,40,14,1255,0.42672,0,0,0,0
"1763",2848,0.410253078150057,0,0.0625,0.125,0.4789,0.604608926128012,0,0.985611260392439,0.0625,0,1,0,1,25,14,893,0.51515,0,0,0,0
"1764",2849,0.952738398349742,0,0.0625,0.125,0.8701,0.666709550113954,0,0.67334139927401,0.0625,0,1,0,1,48,14,879,0.47303,0,0,0,0
"1765",2852,0.877120024752734,0,0.0625,0.125,0.4606,0.908776670548433,0,0.829334598748249,0.0625,0,1,0,0.5,11,14,58,0,0,0,0,0
"1766",2853,0.597461672891734,0,0.0625,0.0313,0.3826,0.725146831029345,0,0.594106383816988,0.125,0,1,0,0,11,6,5,0,0,0,0,0
"1767",2884,0.071088982259011,0,0.0625,0.5,0.2722,0.453005316077265,0,0.800899928084901,0.125,0,1,0,0.083462,220,33,2516,0.63901,0,0,0,0
"1768",2885,0.058551829018077,0,0.0625,0.125,0.935,0.61634129808985,0,0.635300692522299,0.0625,0,1,0,0.083462,91,14,3334,0.59236,0,0,0,0
"1769",2886,0.023862307334627,0,0.0625,0.0625,0.5484,0.041066894117377,0,0.53631270086122,0.0625,0,1,0,0.083462,148,9,2226,0.61531,0,0,0,0
"1770",2887,0.246034424698655,0,0.0625,0.0625,0.9252,0.894318612154985,0,0.147268325615184,0.125,0,1,0,0.083462,20,9,861,0.58053,0,0,0,0
"1771",2888,0.783436849953419,0,0.0625,0.0625,0.3348,0.995994082121873,0,0.289166365934925,0.0625,0,1,0,0.083462,0,9,729,0.63648,0,0,0,0
"1772",2889,0.235216150221605,0,0.0625,0.0625,0.6432,0.243825476241688,0,0.360246917053203,0.125,0,1,0,0.083462,6,9,98,0.59475,0,0,0,0
"1773",2890,0.677451093804388,0,0.0625,0.0625,0.2601,0.044368170826245,0,0.496301335994129,0.0625,0,1,0,0.083462,9,9,333,0.66789,0,0,0,0
"1774",2891,0.01292498793583,0,0.0625,0.125,0.5993,0.216887093542588,0,0.283197506426301,0.0625,0,1,0,0.083462,157,14,1319,0.41757,0,0,0,0
"1775",2892,0.311574220782615,0,0.0625,0.125,0.0742,0.143693108218376,0,0.19344048085051,0.0625,0,1,0,0.083462,17,14,795,0.39202,0,0,0,0
"1776",2893,0.365316480002464,0,0.0625,0.125,0.6608,0.63802415327907,0,0.403050665796668,0.0625,0,1,0,0.083462,125,14,1282,0.43253,0,0,0,0
"1777",2894,0.106620538344161,0,0.0625,0.125,0.2281,0.868417398048618,0,0.26805838043138,0.0625,0,1,0,0.083462,0,14,26,0.83235,0,0,0,0
"1778",2896,0.620533395022364,0,0.0625,0.125,0.1704,0.073028023842035,0,0.122959145324022,0.0625,0,1,0,0.083462,39,14,1287,0.44462,0,0,0,0
"1779",2897,0.807517523380744,0,0.0625,0.125,0.7381,0.835840450486191,0,0.731985753536357,0.0625,0,1,0,0.083462,64,14,1595,0.50722,0,0,0,0
"1780",2898,0.399942120956456,0,0.0625,0.0625,0.7674,0.903529043916709,0,0.371753781732488,0.0625,0,1,0,0,8,9,2,0,0,0,0,0
"1781",2899,0.295086679049562,0,0.0625,0.0156,0.6373,0.344659069566417,0,0.7101699021329,0.0625,0,1,0,0.041731,17,4,197,0.40234,0,0,0,0
"1782",2900,0.286963342932189,0,0.0625,0.125,0.8456,0.0657913150863,0,0.174417119947563,0.0625,0,1,0,0.083462,108,14,2627,0.34013,0,0,0,0
"1783",2901,0.353551518978707,0,0.0625,0.125,0.5053,0.125948305450572,0,0.06143719832708,0.0625,0,1,0,0.083462,64,14,1775,0.29843,0,0,0,0
"1784",2923,0.685690102038744,0,0.0625,0.0625,0.8281,0.86879338158433,0,0.379041054082147,0.0625,0,1,0,1,64,9,2626,0.64518,0,0,0,0
"1785",2924,0.49964168881804,0,0.125,0.0625,0.612,0.500969664333495,0,0.870725269961061,0.0625,0,1,0,1,236,9,1337,0.63043,0,0,0,0
"1786",2925,0.875536838309952,0,0.0625,0.0313,0.3455,0.001586653800847,0,0.026106565358467,0.0625,0,1,0,0.5,66,6,113,0.68982,0,0,0,0
"1787",2926,0.882063258517571,0,0.0625,1,0.7973,0.70248650408451,0,0.52859344613041,0.0625,0,1,0,1,55,64,4250,0.64295,0,0,0,0
"1788",2927,0.62407962719656,0,0.0625,1,0.0739,0.299465569329601,0,0.62585369150103,0.0625,0,1,0,1,53,64,3399,0.61689,0,0,0,0
"1789",2928,0.356082264148349,0,0.0625,0.25,0.0551,0.40496589395772,0,0.768487661572151,0.0625,0,1,0,1,110,18,4248,0.62706,0,0,0,0
"1790",2929,0.332707895536853,0,0.0625,0.5,0.8798,0.144394573154611,0,0.943109452690091,0.0625,0,1,0,1,41,33,5701,0.64665,0,0,0,0
"1791",2930,0.288262731295137,0,0.0625,0.5,0.7853,0.222188050917064,0,0.754394043316165,0.0625,0,1,0,1,88,33,7227,0.60784,0,0,0,0
"1792",2931,0.06834163884283,0,0.0625,1,0.9701,0.090114574202611,0,0.701731463801398,0.0625,0,1,0,1,25,64,6076,0.60703,0,0,0,0
"1793",2932,0.383514062690934,0,0.0625,1,0.0148,0.556207053109564,0,0.563536979377948,0.0625,0,1,0,1,83,64,7099,0.59193,0,0,0,0
"1794",2933,0.071880744499544,0,0.0625,0.25,0.3826,0.410455751199087,0,0.088113195234346,0.0625,0,1,0,1,156,18,3286,0.67867,0,0,0,0
"1795",2934,0.284039829433773,0,0.0625,0.25,0.8926,0.542628784619893,0,0.083110487976158,0.0625,0,1,0,1,154,18,2717,0.78186,0,0,0,0
"1796",2935,0.174348177355335,0,0.0625,0.5,0.8984,0.987669508879231,0,0.263915499352577,0.0625,0,0.074,0,1,26,33,3889,0.63858,0,0,0,0
"1797",2936,0.84045124641458,0,0.0625,0.5,0.5654,0.800592599494383,0,0.779491535808175,0.0625,0,1,0,1,21,33,4123,0.69166,0,0,0,0
"1798",2937,0.49865908605948,0,0.0625,0.25,0.8795,0.615988604263561,0,0.382889940439469,0.25,0,1,0,1,6,18,3113,0.62765,0,0,0,0
"1799",2938,0.743887749678137,0,0.0625,0.25,0.1997,0.213032365788905,0,0.491654088420528,0.0625,0,1,0,1,31,18,3834,0.57744,0,0,0,0
"1800",2939,0.057857949533342,0,0.0625,0.25,0.1102,0.342128147706664,0,0.749116839028754,0.125,0,1,0,1,3,18,2902,0.61331,0,0,0,0
"1801",2940,0.014126775874092,0,0.0625,0.5,0.0573,0.214243485844341,0,0.151295451035539,0.0625,0,1,0,1,22,33,6165,0.61671,0,0,0,0
"1802",2941,0.296822389852365,0,0.0625,0.25,0.326,0.127916582205499,0,0.538889810225882,0.0625,0,1,0,1,18,18,3814,0.62846,0,0,0,0
"1803",2942,0.70577919604288,0,0.0625,0.25,0.7094,0.218967182299729,0,0.428903692346423,0.0625,0,1,0,1,41,18,1683,0.74304,0,0,0,0
"1804",2943,0.62989987862068,0.0625,0.0625,0.25,0.5929,0.51539214226478,0,0.334574736720418,0.125,0,0.074,0,1,18,18,2399,0.81046,0,0,0,0
"1805",2944,0.445409616669954,0.0625,0.0625,0.25,0.8398,0.391410834155395,0,0.726821367761319,0.125,0,0.078,0,1,84,18,2938,0.73248,0,0,0,0
"1806",2945,0.922406219811736,0,0.0625,0.25,0.4988,0.890652171636107,0,0.58875122348942,0.0625,0,1,0,0.5,3,18,60,0,0,0,0,0
"1807",2946,0.610410392276745,0,0.0625,0.5,0.6862,0.198128095195754,0,0.652960667219755,0.125,0,1,0,1,40,33,3577,0.6373,0,0,0,0
"1808",2947,0.724697398224903,0,0.0625,0.5,0.1491,0.996786629446131,0,0.444901168282258,0.125,0,0.074,0,1,20,33,2859,0.61971,0,0,0,0
"1809",2948,0.072048417977585,0,0.0625,0.25,0.5432,0.68213084666422,0,0.499946525354514,0.0625,0,1,0,1,41,18,1641,0.72204,0,0,0,0
"1810",2949,0.721888484453078,0,0.0625,0.25,0.7209,0.423767610625814,0,0.75611987428128,0.0625,0,1,0,1,105,18,6130,0.64346,0,0,0,0
"1811",2950,0.095639630667668,0,0.0625,0.25,0.3872,0.727049832724895,0,0.019430715328631,0.125,0,1,0,1,74,18,4758,0.55733,0,0,0,0
"1812",2951,0.095900134636496,0,0.0625,0.25,0.8404,0.328796818119471,0,0.151250900157992,0.0625,0,1,0,1,103,18,5747,0.59936,0,0,0,0
"1813",2952,0.128241735123233,0,0.0625,0.25,0.9346,0.18878620922535,0,0.702649241021342,0.0625,0,1,0,1,52,18,4202,0.63218,0,0,0,0
"1814",2953,0.062065488388813,0,0.0625,0.25,0.4445,0.786641534301277,0,0.750288928238865,0.0625,0,1,0,1,95,18,3951,0.67767,0,0,0,0
"1815",2954,0.316246733442337,0,1,0.25,0.2662,0.420631230529846,0,0.065676871440569,0.0625,0,1,0,0.5,1900,18,5252,0.52706,0,0,0,0
"1816",2955,0.670583037874002,0,0.125,0.25,0.0606,0.779389779229559,0,0.510170060034044,0.125,0,1,0,1,165,18,7699,0.63426,0,0,0,0
"1817",2956,0.166802960950533,0,0.0625,0.25,0.9658,0.295986654904023,0,0.99632495593879,0.0625,0,1,0,1,27,18,3481,0.55197,0,0,0,0
"1818",2957,0.492955559509682,0,0.0625,0.25,0.7106,0.411282078004889,0,0.026596688946668,0.125,0,1,0,1,28,18,3299,0.61204,0,0,0,0
"1819",2958,0.238819324833233,0.0625,0.0625,0.25,0.1108,0.773177749950652,0,0.955071924327632,0.125,0,1,0,1,103,18,6893,0.65743,0,0,0,0
"1820",2959,0.413368028635402,0,0.0625,0.25,0.9533,0.062405556697066,0,0.317864008583184,0.0625,0,1,0,1,101,18,6182,0.60698,0,0,0,0
"1821",2960,0.116536260321896,0,0.25,0.25,0.7387,0.743590627355838,0,0.654693172748075,0.0625,0,1,0,0.5,801,18,2889,0.52756,0,0,0,0
"1822",2961,0.579295570197138,0,0.125,0.25,0.4497,0.723978357451248,0,0.639181644468816,0.0625,0,1,0,0.5,347,18,1151,0.41509,0,0,0,0
"1823",2962,0.726716315229403,0,0.25,0.25,0.6897,0.210824394915077,0,0.308763228685274,0.0625,0,1,0,1,434,18,3085,0.56818,0,0,0,0
"1824",2963,0.814482274528531,1,0.0625,0.25,0.3134,0.644824142297763,0,0.208166194847013,0.0625,0,1,0,1,85,18,2476,0.3972,0,0,0,0
"1825",2964,0.628572358489172,1,0.0625,0.25,0.4992,0.466891177010916,0,0.926519579878177,0.0625,0,1,0,1,41,18,2633,0.55762,0,0,0,0
"1826",2965,0.646797448746934,0,0.5,0.25,0.1759,0.693479705280986,0,0.931492138869298,0.125,0,1,0,0.5,780,18,3819,0.50277,0,0,0,0
"1827",2966,0.66686866753456,0,0.0625,0.25,0.7225,0.732412338720219,0,0.23727002954195,0.0625,0,1,0,1,52,18,3498,0.61521,0,0,0,0
"1828",2967,0.930550162077582,0,0.125,0.25,0.1028,0.638833536954157,0,0.334944092582877,0.0625,0,1,0,1,226,18,3099,0.54982,0,0,0,0
"1829",2968,0.865554552998168,0,0.0625,0.125,0.3519,0.893290376743572,0,0.516322439008094,0.0625,0,1,0,1,159,14,2753,0.55264,0,0,0,0
"1830",2969,0.702547553923877,0,0.125,0.125,0.1443,0.463094684861744,0,0.318922024433256,0.0625,0,1,0,1,171,14,5579,0.56544,0,0,0,0
"1831",2970,0.255037836986982,0,0.125,0.25,0.5597,0.825838256063268,0,0.285751381792588,0.25,0,1,0,1,317,18,6700,0.52956,0,0,0,0
"1832",2971,0.527488913418903,0,0.0625,0.125,0.7106,0.615674573476836,0,0.789260498369496,0.0625,0,1,0,1,50,14,2803,0.65064,0,0,0,0
"1833",2972,0.900506004878065,0,0.25,0.25,0.1068,0.262234505834025,0,0.20965167458766,0.0625,0,1,0,1,472,18,3037,0.57363,0,0,0,0
"1834",2973,0.562850920618151,0,0.5,0.25,0.8678,0.35556433806579,0,0.68077445718988,0.0625,0,1,0,0.5,1114,18,1404,0.49529,0,0,0,0
"1835",2974,0.420287337831903,0,0.5,0.0313,0.5247,0.490503015587386,0,0.65319503662606,0.0625,0,1,0,0.5,962,6,970,0.36844,0,0,0,0
"1836",2975,0.42957069314368,0,1,0.25,0.4513,0.268446242576861,0,0.713167394483961,0.0625,0,1,0,0.5,2091,18,2734,0.55325,0,0,0,0
"1837",2976,0.328910863857234,0,0.5,0.0625,0.1936,0.601007673105999,0,0.233510201859558,0.0625,0,1,0,0.5,1612,9,1641,0.38688,0,0,0,0
"1838",2977,0.013196154392919,0,0.5,0.0313,0.8935,0.634891761011807,0,0.175500936388454,0.0625,0,1,0,0.5,991,6,1001,0.29958,0,0,0,0
"1839",2978,0.692650476625983,0,0.25,0.0313,0.539,0.862946593318708,0,0.706196971652505,0.0625,0,1,0,0.25,750,6,750,0.18758,0,0,0,0
"1840",2979,0.866794442439474,0,0.125,0.0156,0.8998,0.097015819979832,0,0.246307841131969,0.0625,0,1,0,0.25,382,4,382,0,0,0,0,0
"1841",2980,0.006972276903235,0,0.25,0.0313,0.3316,0.73679406414237,0,0.555570298996387,0.0625,0,1,0,0.25,453,6,453,0.23374,0,0,0,0
"1842",2981,0.024074781294287,0,0.0625,0.25,0.1663,0.881620993057373,0,0.524332151138524,0.0625,0,1,0,1,45,18,2992,0.64343,0,0,0,0
"1843",2982,0.115043358275206,0,0.0625,0.125,0.7776,0.507745844868502,0,0.381330998079016,0.0625,0,1,0,1,53,14,2712,0.59101,0,0,0,0
"1844",2983,0.930493960133329,0,1,0.125,0.7958,0.488314688915595,0,0.318591370319805,0.125,0,1,0,0.5,1856,14,2981,0.41019,0,0,0,0
"1845",2984,0.854586584982616,0,1,0.0313,0.3132,0.159598029755397,0,0.849299989757848,0.0625,0,1,0,0.25,1811,6,1811,0.36932,0,0,0,0
"1846",2985,0.567484623917625,0,0.125,0.125,0.5734,0.835496836761836,0,0.774031721145638,0.0625,0,1,0,0.5,261,14,2232,0.32728,0,0,0,0
"1847",2986,0.73565982158505,0,1,0.125,0.2707,0.321554194377836,0,0.951961985654389,0.0625,0,1,0,0.25,2443,14,2495,0.43665,0,0,0,0
"1848",2987,0.651005635352506,0,1,0.125,0.9751,0.998517792635036,0,0.340972541521789,0.0625,0,1,0,0.25,1782,14,1776,0.44543,0,0,0,0
"1849",2988,0.418679583816701,0,0.5,0.0313,0.9668,0.542481504864815,0,0.791548480602897,0.0625,0,1,0,0.25,923,6,923,0.29739,0,0,0,0
"1850",2989,0.595302186831749,0,1,0.125,0.9776,0.492432498070832,0,0.753949347476498,0.125,0,1,0,0.5,2110,14,2171,0.47833,0,0,0,0
"1851",2990,0.115337458835104,0,1,0.125,0.955,0.108325569693447,0,0.132669400006898,0.125,0,1,0,0.5,2024,14,2030,0.42353,0,0,0,0
"1852",2991,0.810283117909024,0,0.0625,0.125,0.3836,0.101074063170486,0,0.698360698926372,0.25,0,1,0,1,60,14,1315,0.51561,0,0,0,0
"1853",2992,0.90977865992735,0,0.0625,0.125,0.7301,0.919568704932633,0,0.305085540824956,0.125,0,1,0,1,45,14,2897,0.77664,0,0,0,0
"1854",2993,0.819797243238963,0,0.0625,0.25,0.7318,0.581086971993886,0,0.998042828309913,0.0625,0,1,0,1,41,18,2997,0.80395,0,0,0,0
"1855",2994,0.898137200064945,0,0.125,0.125,0.7481,0.492824219052239,0,0.47382678945262,0.125,0,1,0,1,349,14,2174,0.47225,0,0,0,0
"1856",2995,0.918621440367197,0,1,0.125,0.6568,0.834703938715937,0,0.586332452166998,0.0625,0,1,0,0.25,1693,14,1867,0.43065,0,0,0,0
"1857",2996,0.963036518053917,0,0.0625,0.25,0.8849,0.361211526635184,0,0.606663637499178,0.125,0,1,0,1,70,18,2794,0.65571,0,0,0,0
"1858",2997,0.508192728615882,0,0.25,0.125,0.9805,0.95409185471088,0,0.327407837153093,0.0625,0,1,0,0.5,504,14,3274,0.53151,0,0,0,0
"1859",2998,0.231096191288686,0,0.0625,0.25,0.8378,0.064768755929686,0,0.866348061120874,0.0625,0,1,0,1,84,18,2434,0.54481,0,0,0,0
"1860",2999,0.7339473245057,0,0.25,0.0313,0.9061,0.826525568169151,0,0.196618120442932,0.0625,0,1,0,0.25,721,6,1181,0.16001,0,0,0,0
"1861",3000,0.651319840084805,0,0.125,0.25,0.7527,0.537465139918779,0,0.635424389560482,0.0625,0,1,0,1,344,18,2504,0.45983,0,0,0,0
"1862",3001,0.307316357776099,0,0.5,0.0156,0.6831,0.352726696582554,0,0.093506965334131,0.0625,0,1,0,0.5,858,4,2084,0.3966,0,0,0,0
"1863",3002,0.771871346588098,0,0.125,0.25,0.1764,0.510807669894923,0,0.776832681226357,0.0625,0,1,0,0.5,297,18,1994,0.49706,0,0,0,0
"1864",3003,0.166087283164602,0,0.125,0.125,0.4064,0.07516850828343,0,0.863193971802221,0.0625,0,1,0,0.5,255,14,2503,0.40566,0,0,0,0
"1865",3004,0.033244717999127,0,0.5,0.125,0.6645,0.571090732393466,0,0.861722555436768,0.0625,0,1,0,0.5,1629,14,2303,0.46613,0,0,0,0
