X,Y,SP_ID,AGEB_ID,CVEGEO,antiguedad,abastecimi,capacidad,cal_agua,contaminat,crec_urb,desp_agua,desv_agua,efic_serv,elevacion,escasez,falla_in,Falta_in,falta_dren,gasto,health,ingreso,monto,obstruc,pet_del_dr,pet_usr_d,poblacion,ponding,pres_hid,CM,estado,municipio,KMEANS5,PRECIP,ACUIF
-99.0263479741852,19.4013412925597,1564,2649,"""1505800010948""",33,127,9999,41,22,100,49,0,74,0,0,0.74,0.0254,1,0,9999,0.67793,27,53,0.192874,0,6771,9999,69,0.892218,15,58,9999,9999,2
-99.0239576450624,19.3990342673601,1565,2650,"""1505800010952""",33,144,9999,24,45,100,75,0,94,0,0,0.759,0.0161,1,0,9999,0.69051,77,28,0.192874,0,7026,9999,57,0.928201,15,58,9999,9999,4
-99.0211432694746,19.3999446961926,1566,2651,"""1505800010967""",33,163,9999,18,0,100,94,0,57,0,0,0.771,0.0173,1,0,9999,0.67843,80,47,0.192874,0,6885,9999,27,0.950209,15,58,9999,9999,4
-99.0183536579905,19.397565543581,1567,2652,"""1505800010971""",33,77,9999,77,82,100,2,0,66,0,0,0.785,0.0301,1,0,9999,0.67484,91,75,0.192874,0,8611,9999,80,0.977043,15,58,9999,9999,4
-99.0126718656538,19.3973739916176,1568,2653,"""1505800010986""",33,132,9999,64,30,100,91,0,71,0,0,0.781,0.0256,1,0,9999,0.63506,50,44,0.192874,0,8037,9999,75,0.96993,15,58,9999,9999,4
-99.008476441481,19.3938594765896,1569,2654,"""1505800010990""",33,111,9999,40,79,100,80,0,39,0,0,0.774,0.02,1,0,9999,0.65842,84,14,0.192874,0,6693,9999,61,0.955593,15,58,9999,9999,2
-99.0051200151773,19.3927673919606,1570,2655,"""1505800011005""",33,35,9999,22,55,100,27,0,79,0,0,0.749,0.0117,1,0,9999,0.65618,43,96,0.192874,0,4595,9999,7,0.908229,15,58,9999,9999,4
-99.0021365527034,19.3909746752981,1571,2656,"""150580001101A""",33,32,9999,12,1,100,1,0,71,0,0,0.72,0.021,1,0,9999,0.67458,24,54,0.192874,0,4125,9999,28,0.853473,15,58,9999,9999,4
-98.999574112258,19.3893871619703,1572,2657,"""1505800011024""",33,37,9999,58,39,100,29,0,22,0,0,0.698,0.0223,1,0,9999,0.6854,70,90,0.192874,0,5361,9999,49,0.812497,15,58,9999,9999,4
-98.997453446741,19.3881081877407,1573,2658,"""1505800011039""",33,41,9999,54,37,100,95,0,74,0,0,0.696,0.0109,1,0,9999,0.6897,57,31,0.192874,0,4672,9999,96,0.807503,15,58,9999,9999,4
-98.9955176458041,19.387074001296,1574,2659,"""1505800011043""",33,79,9999,72,5,100,81,0,97,0,0,0.679,0.0228,1,0,9999,0.69953,70,46,0.192874,0,4622,9999,25,0.776206,15,58,9999,9999,4
-98.9938181542981,19.3852182718507,1575,2660,"""1505800011058""",33,56,9999,31,10,100,84,0,44,0,0,0.672,0.0216,1,0,9999,0.71007,79,8,0.192874,0,4621,9999,19,0.762064,15,58,9999,9999,4
-98.9912145251296,19.3852943578191,1576,2661,"""1505800011062""",33,40,9999,100,84,100,54,0,85,0,0,0.664,0.0109,1,0,9999,0.71473,91,4,0.192874,0,5209,9999,53,0.747866,15,58,9999,9999,4
-98.988821866232,19.3834865986098,1577,2662,"""1505800011077""",33,96,9999,9,14,100,34,0,7,0,0,0.668,0.0142,1,0,9999,0.68246,86,10,0.192874,0,5948,9999,47,0.753808,15,58,9999,9999,4
-98.9867969398918,19.3806501714339,1578,2663,"""1505800011081""",33,170,9999,100,67,100,28,0,30,0,0,0.659,0.0103,1,0,9999,0.65389,4,86,0.192874,0,4616,9999,39,0.737685,15,58,9999,9999,4
-98.9826216779942,19.378866007221,1579,2664,"""1505800011096""",33,27,9999,93,21,100,77,0,21,0,0,0.611,0.0072,1,0,9999,0.66493,83,95,0.192874,0,5233,9999,31,0.646444,15,58,9999,9999,4
-98.9813247842964,19.3762678170928,1580,2665,"""1505800011109""",33,40,9999,11,29,100,86,0,92,0,0,0.579,0.0174,1,0,9999,0.68479,96,66,0.192874,0,5292,9999,22,0.586053,15,58,9999,9999,4
-98.9764486373593,19.3757950720761,1581,2666,"""1505800011113""",33,53,9999,23,48,100,62,0,82,0,0,0.601,0.0034,1,0,9999,0.66409,9,95,0.192874,0,5525,9999,27,0.628006,15,58,9999,9999,4
-98.9710075068312,19.3739882783165,1582,2667,"""1505800011128""",33,31,9999,87,15,100,26,0,79,0,0,0.548,0.0193,1,0,9999,0.65623,75,3,0.192874,0,5138,9999,94,0.526471,15,58,9999,9999,4
-99.0542703356684,19.4105132902532,1583,2668,"""1505800011132""",33,214,9999,3,84,100,11,0,100,0,0,0.657,0.0063,1,0,9999,0.66562,3,77,0.192874,0,7037,9999,15,0.734003,15,58,9999,9999,2
-99.0495622198007,19.4075658449094,1584,2669,"""1505800011147""",33,99,9999,74,22,100,78,0,10,0,0,0.681,0.0069,1,0,9999,0.6673,18,100,0.192874,0,3333,9999,100,0.778884,15,58,9999,9999,2
-99.0146330910925,19.3932558671012,1585,2670,"""1505800011151""",33,185,9999,21,15,100,65,0,97,0,0,0.787,0.0059,1,0,9999,0.65739,1,76,0.192874,0,9535,9999,92,0.980865,15,58,9999,9999,2
-99.0537420885709,19.4063558200805,1586,2671,"""1505800011166""",33,79,9999,87,57,100,39,0,50,0,0,0.648,0.0478,1,0,9999,0.64623,70,17,0.192874,0,8373,9999,25,0.717406,15,58,9999,9999,2
-99.0490493988722,19.4015180922046,1587,2672,"""1505800011170""",33,56,9999,72,87,100,37,0,31,0,0,0.653,0.0113,1,0,9999,0.69635,41,69,0.192874,0,5318,9999,64,0.726778,15,58,9999,9999,2
-99.0469525905383,19.400535444619,1588,2673,"""1505800011185""",33,195,9999,82,2,100,96,0,43,0,0,0.657,0.01,1,0,9999,0.69521,57,78,0.192874,0,6396,9999,77,0.734365,15,58,9999,9999,2
-99.0437830965272,19.400270373457,1589,2674,"""150580001119A""",33,123,9999,11,99,100,85,0,47,0,0,0.672,0.0156,1,0,9999,0.65248,84,46,0.192874,0,5351,9999,31,0.762762,15,58,9999,9999,2
-99.0429730306124,19.3977050576916,1590,2675,"""1505800011202""",33,343,9999,16,60,100,82,0,80,0,0,0.667,0.0316,1,0,9999,0.67662,83,75,0.192874,0,6986,9999,50,0.753026,15,58,9999,9999,2
-99.0395805355482,19.3972309510646,1591,2676,"""1505800011217""",33,327,9999,46,66,100,57,0,73,0,0,0.68,0.0073,1,0,9999,0.66899,71,67,0.192874,0,6362,9999,38,0.777964,15,58,9999,9999,2
-99.0371185814558,19.3962278803136,1592,2677,"""1505800011221""",33,107,9999,69,12,100,12,0,28,0,0,0.686,0.0667,1,0,9999,0.73302,51,22,0.192874,0,7082,9999,50,0.788117,15,58,9999,9999,2
-99.0345751223927,19.3949187442998,1593,2678,"""1505800011236""",33,88,9999,25,50,100,36,0,12,0,0,0.692,0.0602,0.074,0,9999,0.73462,86,80,0.192874,0,7859,9999,14,0.800921,15,58,9999,9999,2
-99.0316227151623,19.3937500823379,1594,2679,"""1505800011240""",33,123,9999,9,95,100,41,0,29,0,0,0.713,0.0307,0.018,0,9999,0.73431,87,38,0.192874,0,7779,9999,100,0.839554,15,58,9999,9999,2
-99.0282150462201,19.3923666918676,1595,2680,"""1505800011255""",33,126,9999,51,1,100,24,0,26,0,0,0.738,0.0464,1,6.153,9999,0.7265,77,46,0.192874,0,9292,9999,66,0.888312,15,58,9999,9999,2
-99.0254515089043,19.3906413688369,1596,2681,"""150580001126A""",33,76,9999,29,99,100,1,0,7,0,0,0.75,0.0241,1,0,9999,0.73171,0,55,0.192874,0.2,7360,9999,41,0.909512,15,58,9999,9999,2
-99.0225001650633,19.3896415122692,1597,2682,"""1505800011274""",33,130,9999,17,89,100,82,0,50,0,0,0.76,0.0681,1,0,9999,0.71626,26,99,0.192874,0,8321,9999,79,0.928954,15,58,9999,9999,2
-99.0166739971514,19.3893323486109,1598,2683,"""1505800011289""",33,127,9999,18,86,100,92,0,68,0,0,0.767,0.0439,1,0,9999,0.69929,30,77,0.192874,0,8230,9999,7,0.942957,15,58,9999,9999,2
-99.010243619716,19.3881524942151,1599,2684,"""1505800011293""",33,52,9999,66,92,100,80,0,3,0,0,0.761,0.0139,1,0,9999,0.66314,24,99,0.192874,0,5617,9999,78,0.930879,15,58,9999,9999,2
-99.0084986236259,19.3842925421025,1600,2685,"""1505800011306""",33,181,9999,66,18,100,63,0,63,0,0,0.744,0.0068,1,0,9999,0.64363,90,63,0.192874,0.2,6828,9999,55,0.898856,15,58,9999,9999,2
-99.0068282014914,19.3826784694767,1601,2686,"""1505800011310""",33,52,9999,20,6,100,8,0,43,0,0,0.748,0.0195,1,0.589111,9999,0.64367,97,7,0.192874,0,4772,9999,48,0.907169,15,58,9999,9999,2
-99.0052512269281,19.3819761099091,1602,2687,"""1505800011325""",33,46,9999,92,89,100,41,0,98,0,0,0.755,0.0886,1,0,9999,0.64115,71,63,0.192874,0,4269,9999,80,0.919219,15,58,9999,9999,2
-99.0031598974042,19.3813805830126,1603,2688,"""150580001133A""",33,83,9999,51,24,100,12,0,6,0,0,0.759,0.0294,1,0,9999,0.65744,0,9,0.192874,0,9258,9999,47,0.927615,15,58,9999,9999,2
-99.0015546987432,19.3791757636833,1604,2689,"""1505800011344""",33,94,9999,96,84,100,5,0,31,0,0,0.772,0.0522,1,0,9999,0.63595,68,65,0.192874,0,8182,9999,0,0.951548,15,58,9999,9999,2
-98.99918443809,19.3785366479427,1605,2690,"""1505800011359""",33,70,9999,81,44,100,59,0,80,0,0,0.763,0.0042,1,0,9999,0.65061,0,32,0.192874,0,6191,9999,29,0.935704,15,58,9999,9999,2
-98.997566618443,19.3773710992007,1606,2691,"""1505800011363""",33,49,9999,57,100,100,14,0,12,0,0,0.773,0.0104,1,0,9999,0.6362,55,62,0.192874,0,5982,9999,35,0.953696,15,58,9999,9999,2
-98.9956283420792,19.3764463264973,1607,2692,"""1505800011378""",33,42,9999,67,96,100,28,0,60,0,0,0.767,0.0121,1,0,9999,0.62264,36,57,0.192874,0,7802,9999,82,0.942873,15,58,9999,9999,2
-98.9937062016699,19.3753059054922,1608,2693,"""1505800011382""",33,201,9999,19,97,100,52,0,63,0,0,0.752,0.0264,1,0.307,9999,0.6319,34,2,0.192874,0.3,6543,9999,86,0.914616,15,58,9999,9999,2
-98.9917573377286,19.3745448799141,1609,2694,"""1505800011397""",64,120,9999,7,25,100,69,0,63,0,0,1,0.0065,1,0,9999,0.62908,65,56,0.192874,0,6679,9999,69,0.870488,15,58,9999,9999,2
-98.9901501524879,19.3728877480449,1610,2695,"""150580001140A""",64,122,9999,89,9,100,32,0,35,0,0,0.934,0.0341,1,0,9999,0.62759,86,32,0.192874,0,6807,9999,28,0.746248,15,58,9999,9999,2
-98.9880641942919,19.3719811049988,1611,2696,"""1505800011414""",64,82,9999,38,45,100,38,0,89,0,0,0.853,0.007,1,0,9999,0.64959,20,80,0.192874,0.2,6291,9999,14,0.592859,15,58,9999,9999,2
-98.9849897606847,19.3717064275392,1612,2697,"""1505800011429""",33,79,9999,68,14,100,47,0,57,0,0,0.543,0.0053,1,0,9999,0.68991,23,5,0.192874,0,6044,9999,75,0.518271,15,58,9999,9999,2
-98.9807044394244,19.3719387419174,1613,2698,"""1505800011433""",33,89,9999,71,70,100,76,0,13,0,0,0.55,0.0088,1,0,9999,0.66803,39,92,0.192874,0,6440,9999,47,0.530907,15,58,9999,9999,2
-98.9755342287285,19.3724773655809,1614,2699,"""1505800011448""",33,17,9999,26,67,100,85,0,88,0,0,0.584,0.018,1,0,9999,0.62994,34,53,0.192874,0,4354,9999,25,0.595146,15,58,9999,9999,4
-99.0555145167025,19.4025136549884,1615,2700,"""1505800011452""",33,123,9999,40,75,100,30,0,21,0,0,0.632,0.0096,1,0,9999,0.62359,12,30,0.192874,0,6552,9999,29,0.68675,15,58,9999,9999,2
-99.0519659954294,19.4018106280108,1616,2701,"""1505800011467""",33,199,9999,13,34,100,79,0,22,0,0,0.643,0.0066,1,0,9999,0.69593,7,99,0.192874,0,5502,9999,60,0.707894,15,58,9999,9999,2
-99.0187365449937,19.3853749728759,1617,2702,"""1505800011471""",33,155,9999,66,32,100,20,0,67,0,0,0.729,0.0111,1,0,9999,0.71637,88,42,0.192874,0,10152,9999,67,0.870683,15,58,9999,9999,2
-99.0132221546189,19.3832585190619,1618,2703,"""1505800011486""",33,90,9999,24,54,100,66,0,71,0,0,0.72,0.0107,1,0,9999,0.65493,66,17,0.192874,0,7278,9999,95,0.853975,15,58,9999,9999,2
-99.0422349527616,19.4742878303648,1619,2704,"""1505800011518""",18,134,9999,90,39,100,13,0,79,0,0,0.549,0.022,1,0,9999,0.86791,76,88,0.192874,0,5004,9999,68,0.785328,15,58,9999,9999,2
-99.0461934826307,19.4654647865701,1620,2705,"""1505800011537""",18,399,9999,10,67,100,46,0,68,0,0,0.547,0.012,1,0,9999,0.85478,22,72,0.192874,0,8812,9999,82,0.782455,15,58,9999,9999,2
-99.0451729981046,19.4556106316757,1621,2706,"""1505800011541""",18,375,9999,63,81,100,64,0,8,0,0,0.565,0.0113,1,0,9999,0.58494,89,86,0.192874,0,7827,9999,74,0.816318,15,58,9999,9999,2
-98.985321469343,19.4012373089518,1622,2707,"""1505800011556""",18,318,9999,57,88,100,43,0,57,0,0,0.467,0.0267,1,0,9999,0.77248,82,33,0.192874,1.4,7016,9999,25,0.629651,15,58,9999,9999,4
-98.9794158297696,19.3888550936822,1623,2708,"""1505800011560""",18,224,9999,41,99,100,34,0,94,0,0,0.427,0.0104,1,0,9999,0.72779,33,81,0.192874,0,2476,9999,53,0.555007,15,58,9999,9999,4
-98.9830101330523,19.3832102852139,1624,2709,"""150580001158A""",18,126,9999,23,80,100,47,0,51,0,0,0.494,0.0202,1,0,9999,0.62831,40,36,0.192874,0.7,9412,9999,57,0.680893,15,58,9999,9999,4
-98.9772191964439,19.3804841417487,1625,2710,"""1505800011594""",18,132,9999,14,80,100,55,0,42,0,0,0.465,0.0084,1,0,9999,0.64801,71,49,0.192874,1.5,5374,9999,67,0.626834,15,58,9999,9999,4
-98.9712793215843,19.3784630959642,1626,2711,"""1505800011611""",18,285,9999,85,57,100,62,0,16,0,0,0.426,0.0087,1,0,9999,0.60955,9,23,0.192874,0,8292,9999,85,0.55166,15,58,9999,9999,4
-99.0395691906262,19.4625660492016,1627,2712,"""1505800011630""",18,13,9999,21,92,33.33,32,0,60,0,0,0.577,0.0093,1,0,9999,0.62198,52,15,0.192874,0,550,9999,4,0.839135,15,58,9999,9999,2
-99.0434701470352,19.4605414226197,1628,2713,"""1505800011857""",18,233,9999,43,71,100,59,0,16,0,0,0.567,0.1817,1,0,9999,0.61257,52,63,0.192874,0,5861,9999,87,0.81894,15,58,9999,9999,2
-99.0463555584769,19.4557438574741,1629,2714,"""1505800011861""",33,54,9999,45,19,100,33,0,46,0,0,0.697,0.0107,1,0,9999,0.63238,94,65,0.192874,0,2851,9999,50,0.810181,15,58,9999,9999,2
-99.0500180246256,19.4757107837603,1630,2715,"""1505800011876""",18,247,9999,26,99,100,47,0,47,0,0,0.542,0.0056,1,0,9999,0.86506,68,31,0.192874,0,4245,9999,7,0.772245,15,58,9999,9999,2
-99.0515685414354,19.4713268156256,1631,2716,"""1505800011880""",18,212,9999,67,76,100,91,0,34,0,0,0.544,0.0429,1,0,9999,0.86581,94,23,0.192874,0,4000,9999,26,0.776625,15,58,9999,9999,2
-99.063840543873,19.495629953343,1632,2717,"""1505800011895""",33,72,9999,34,8,100,67,0,2,0,0,0.588,0.03,1,0,9999,0.82975,66,45,0.192874,0,3772,9999,75,0.603152,15,58,9999,9999,2
-99.0615814654592,19.494207292827,1633,2718,"""1505800011908""",33,129,9999,51,36,100,40,0,43,0,0,0.599,0.0099,1,0,9999,0.82969,34,56,0.192874,0,3830,9999,25,0.62477,15,58,9999,9999,2
-99.0553504450909,19.493366107,1634,2719,"""1505800011931""",33,124,9999,68,73,100,89,0,44,0,0,0.624,0.0046,1,0,9999,0.82533,98,9,0.192874,0.6,3232,9999,22,0.671464,15,58,9999,9999,2
-99.0563317373246,19.4892910716168,1635,2720,"""1505800011946""",33,113,9999,38,41,100,12,0,97,0,0,0.636,0.0023,1,0,9999,0.82917,82,51,0.192874,0,2608,9999,18,0.693361,15,58,9999,9999,2
-99.0350681403257,19.4841532383921,1636,2721,"""1505800011950""",18,87,9999,51,86,100,62,0,85,0,0,0.527,0.0256,1,0,9999,0.84743,58,15,0.192874,0.2,7014,9999,23,0.74304,15,58,9999,9999,2
-99.0382600554625,19.4795496004273,1637,2722,"""1505800011965""",18,198,9999,20,23,100,15,0,93,0,0,0.545,0.0713,1,0,9999,0.74898,88,18,0.192874,0.1,13647,9999,48,0.777545,15,58,9999,9999,2
-99.0525572269545,19.4574631977356,1638,2723,"""150580001197A""",33,303,9999,46,14,100,36,0,34,0,0,0.678,0.012,1,0,9999,0.65563,12,11,0.192874,0.4,3977,9999,39,0.773054,15,58,9999,9999,2
-99.0493006760472,19.4502043665128,1639,2724,"""1505800011984""",33,132,9999,87,35,76.92,44,0,10,0,0,0.666,0.1174,0.074,0,9999,0.62244,11,45,0.192874,0,2701,9999,50,0.751074,15,58,9999,9999,2
-99.0339157182796,19.4776411114622,1640,2725,"""1505800011999""",18,382,9999,89,71,73.68,52,0,88,0,0,0.52,0.0114,1,0,9999,0.6433,97,9,0.192874,3.7,3972,9999,19,0.730767,15,58,9999,9999,2
-99.0510911289072,19.4917236601309,1641,2726,"""1505800012003""",33,196,9999,6,95,100,58,0,80,0,0,0.647,0.083,1,0,9999,0.80378,89,89,0.192874,0,2821,9999,72,0.714226,15,58,9999,9999,2
-99.0523685063282,19.4882387236571,1642,2727,"""1505800012018""",33,255,9999,5,82,100,100,0,58,0,0,0.65,0.0466,1,0,9999,0.7977,10,34,0.192874,0,2618,9999,25,0.720586,15,58,9999,9999,2
-99.0473400296456,19.4898974318362,1643,2728,"""1505800012022""",33,74,9999,93,96,100,38,0,33,0,0,0.664,0.0139,1,0,9999,0.82989,36,66,0.192874,0,2518,9999,2,0.746667,15,58,9999,9999,2
-99.0486913771222,19.4869697385576,1644,2729,"""1505800012037""",33,67,9999,6,45,100,21,0,41,0,0,0.668,0.0727,1,0,9999,0.84425,20,74,0.192874,1.4,1758,9999,76,0.754979,15,58,9999,9999,2
-98.9894154423721,19.4137269438351,1645,2730,"""1505800012041""",18,12,9999,22,24,100,95,0,48,0,0,0.496,0.108,1,0,9999,0,29,81,0,0,6,9999,73,0.685328,15,58,9999,9999,4
-99.045201449256,19.470176452272,1646,2731,"""1505800012056""",18,332,9999,44,89,100,87,0,12,0,0.0625,0.546,0.0994,1,0,9999,0.8291,100,58,0.192874,0,4825,9999,34,0.780446,15,58,9999,9999,2
-99.0422409520124,19.4707409648478,1647,2732,"""1505800012060""",18,118,9999,14,50,100,17,0,58,0,0,0.539,0,1,0,9999,0.79433,31,70,0.192874,0,4681,9999,71,0.766778,15,58,9999,9999,2
-98.9744604327963,19.3837357540464,1648,2733,"""1505800012075""",18,21,9999,26,87,100,62,0,48,0,0,0.423,0.1333,1,0,9999,0.60291,10,0,0.192874,0,2807,9999,79,0.547085,15,58,9999,9999,4
-98.9763117605497,19.3859940833977,1649,2734,"""150580001208A""",18,42,9999,22,95,100,80,0,9,0,0,0.43,0.0396,1,0,9999,0.60046,35,20,0.192874,0,4370,9999,88,0.560809,15,58,9999,9999,4
-99.0393216571199,19.4686577485289,1650,2735,"""1505800012094""",18,1004,9999,64,64,100,1,0,10,0,0,0.559,0.0747,1,0,9999,0.58868,37,13,0.096437,0.9,3307,9999,38,0.804547,15,58,9999,9999,2
-99.0392992940815,19.4659009351302,1651,2736,"""1505800012107""",18,67,9999,75,58,100,25,0,46,0,0,0.566,0.0235,1,0,9999,0.6422,25,13,0.192874,0,4318,9999,54,0.817183,15,58,9999,9999,2
-98.9869406964365,19.4247764827021,1652,2737,"""1505800012111""",18,106,9999,77,19,100,20,0,68,0,0,0.564,0.0205,1,0,9999,0.442,28,4,0.192874,0.7,4021,9999,82,0.81484,15,58,9999,9999,4
-98.9868921032039,19.4188703683182,1653,2738,"""1505800012126""",18,41,9999,96,76,100,67,0,85,0,0,0.542,0.0249,1,0,9999,0.49479,20,47,0.192874,0.3,3940,9999,35,0.773082,15,58,9999,9999,4
-98.9747112501371,19.3926594301111,1654,2739,"""1505800012130""",18,27,9999,90,62,100,25,0,24,0,0,0.254,0.0759,1,0,9999,0.6584,62,80,0.192874,0,3942,9999,17,0.225272,15,58,9999,9999,4
-98.9715230058189,19.3889729822574,1655,2740,"""1505800012145""",18,60,9999,84,95,100,73,0,83,0,0,0.283,0.004,1,0,9999,0.57114,74,77,0.192874,0.3,4493,9999,29,0.281423,15,58,9999,9999,4
-99.0661500171598,19.7502595103593,1656,2741,"""1505900010038""",18,129,9999,53,9,42.06,50,0,49,0,0,0.135,0.012,1,0,9999,0.5079,51,85,0.192874,9.1,3819,9999,49,0,15,59,9999,9999,3
-99.0705249113571,19.7427473141483,1657,2742,"""1505900010042""",18,100,9999,100,55,89.62,97,0,11,0,0,0.135,0.1277,1,0,9999,0.54727,4,79,0.192874,1.5,3266,9999,6,0,15,59,9999,9999,3
-99.0775263127205,19.7426311208489,1658,2743,"""1505900010057""",18,81,9999,53,25,79.71,36,0,20,0,0,0.135,0.2121,1,0,9999,0.58191,33,10,0.192874,1.7,1941,9999,27,0,15,59,9999,9999,3
-99.091667507204,19.7408846953752,1659,2744,"""1505900010080""",18,60,9999,46,91,58.45,21,0,64,0,0,0.135,0.0337,1,0,9999,0.57262,40,4,0.192874,0.9,2243,9999,9,0,15,59,9999,9999,3
-99.0854382754497,19.7375666766421,1660,2745,"""1505900010108""",18,81,9999,37,34,82.14,43,0,16,0,0,0.135,0.0391,1,0,9999,0.60113,86,72,0.192874,0.9,1436,9999,1,0,15,59,9999,9999,3
-99.0768925801387,19.7346387867408,1661,2746,"""1505900010112""",18,37,9999,63,33,69.23,75,0,36,0,0,0.135,0.0302,1,0,9999,0.58047,94,69,0.192874,1.8,1713,9999,75,0,15,59,9999,9999,3
-99.0699981478764,19.7340473635501,1662,2747,"""1505900010127""",9,6,9999,11,41,0,30,0,28,0,0,0.033,0.1038,1,0,9999,0.41031,1,77,0.192874,0,366,9999,32,0,15,59,9999,9999,3
-99.0673711848435,19.7365740938965,1663,2748,"""1505900010146""",9,10,9999,35,47,10,37,0,89,0,0,0.033,0.096,1,0,9999,0,80,25,0.192874,0,87,9999,0,0,15,59,9999,9999,3
-99.0482128625752,19.7248212868506,1664,2749,"""1505900170150""",9,140,9999,53,3,1.45,67,0,98,0,0,0.033,0.0622,1,0,9999,0.55849,58,88,0.192874,6.5,1910,9999,56,0,15,59,9999,9999,3
-99.0498966046627,19.7167042677898,1665,2750,"""1505900170165""",9,645,9999,49,36,0,78,0,71,0,0,0.033,0.0237,1,0,9999,0.45364,32,28,0.096437,8.2,1771,9999,59,0,15,59,9999,9999,3
-99.0725334804663,19.7065858031738,1666,2751,"""150590058017A""",4,39,9999,48,48,2.56,33,0,60,0,0,0.008,0.2261,1,0,9999,0.65299,26,3,0.192874,0,2929,9999,36,0,15,59,9999,9999,3
-99.0698204901912,19.703182819866,1667,2752,"""1505900580184""",4,21,9999,88,86,0,98,0,96,0,0,0.008,0.0269,1,0,9999,0.60742,14,31,0.192874,0,2084,9999,50,0,15,59,9999,9999,3
-99.304548349746,19.6300739643814,1668,2753,"""1506000010132""",14,1651,9999,45,37,94.63,12,0,8,0.1,0,0.072,0.0049,1,0,9999,0.57392,85,28,1,0.3,11277,9999,12,0.00834,15,60,9999,9999,3
-99.3274007913665,19.6117596596047,1669,2754,"""1506000010170""",14,705,9999,59,57,11.41,93,0,18,0.1,0,0.068,0.0668,1,0,9999,0.56801,98,51,1,1.4,6589,9999,88,0.001729,15,60,9999,9999,3
-99.2922824308102,19.6194189890146,1670,2755,"""150600001019A""",18,245,9999,44,53,57.33,29,0,66,0.1,0,0.138,0.0418,1,0,9999,0.62596,60,73,1,0.5,5526,9999,43,0.005384,15,60,9999,9999,3
-99.29498174194,19.6115299693357,1671,2756,"""1506000010240""",18,109,9999,95,17,100,38,0,43,0.1,0,0.134,0.0382,1,0,9999,0.68102,96,46,1,0,6290,9999,76,0,15,60,9999,9999,3
-99.2997929006957,19.6035744471001,1672,2757,"""150600001026A""",18,329,9999,18,14,100,15,0,92,0.1,0,0.133,0.0333,1,0,9999,0.61557,25,31,1,0,9558,9999,92,0,15,60,9999,9999,3
-99.2715812623591,19.6036659405543,1673,2758,"""1506000010293""",14,103,9999,3,65,100,68,0,60,0.1,0,0.067,0.0233,1,0,9999,0.78493,61,82,1,0,6101,9999,35,0.000307,15,60,9999,9999,3
-99.3354151119882,19.6312183091261,1674,2759,"""1506000010359""",14,1241,9999,10,59,72.41,66,0,19,0.2,0,0.066,0.0127,1,0,9999,0.61398,25,70,1,1.2,12363,9999,65,0,15,60,9999,9999,3
-99.294805048703,19.6445491420448,1675,2760,"""1506000010378""",9,1672,9999,40,43,20.44,16,0,6,0.1,0,0.035,0.0377,1,0,9999,0.47978,91,50,0.5,2.4,6045,9999,55,0.003515,15,60,9999,9999,3
-99.308132250389,19.5967730071139,1676,2761,"""150600001040A""",14,304,9999,73,38,65.71,92,0,91,0.2,0,0.067,0.0246,1,0,9999,0.57104,69,3,1,2.6,2754,9999,35,0,15,60,9999,9999,3
-99.2805776686464,19.6172917095657,1677,2762,"""1506000010448""",9,213,9999,74,34,26.53,88,0,2,0.1,0,0.035,0.0282,1,0,9999,0.6551,36,64,1,1.2,6916,9999,5,0.002957,15,60,9999,9999,3
-99.3141886486175,19.6246582934076,1678,2763,"""1506000010537""",33,235,9999,15,60,100,71,0,2,0.1,0.0625,0.274,0.0304,1,0,9999,0.65951,53,75,1,0,3338,9999,84,0.007308,15,60,9999,9999,3
-99.3078477241486,19.622127822379,1679,2764,"""1506000010541""",33,187,9999,27,24,100,27,0,63,0.1,0,0.273,0.0444,1,0,9999,0.6327,68,99,1,0.4,6052,9999,85,0.006471,15,60,9999,9999,3
-99.2904183830425,19.6141530031015,1680,2765,"""1506000010556""",18,524,9999,1,55,100,100,0,93,0.1,0,0.137,0.0229,1,0,9999,0.59686,29,29,1,0.3,5992,9999,96,0.004881,15,60,9999,9999,3
-99.2869926853896,19.6177868105335,1681,2766,"""1506000010560""",18,79,9999,41,28,50,39,0,50,0.1,0,0.137,0.0142,1,0,9999,0.64981,73,94,1,0,3197,9999,98,0.004156,15,60,9999,9999,3
-99.301758485686,19.6225763684703,1682,2767,"""1506000010575""",33,77,9999,8,80,100,23,0,84,0.1,0.0625,0.272,0.0488,1,0,9999,0.64057,95,18,1,0,4486,9999,20,0.003849,15,60,9999,9999,3
-99.2951459008624,19.6254799701223,1683,2768,"""150600001058A""",18,357,9999,55,98,60.61,44,0,72,0.1,0,0.138,0.0475,1,0,9999,0.62778,73,34,1,0,5103,9999,28,0.006946,15,60,9999,9999,3
-99.2998409130735,19.6192096774014,1684,2769,"""1506000010594""",33,60,9999,38,62,100,41,0,19,0.1,0,0.272,0.0227,1,0,9999,0.71012,11,29,1,0.5,3081,9999,94,0.004379,15,60,9999,9999,3
-99.2825346194153,19.5986672937124,1685,2770,"""1506000010607""",18,18,9999,26,37,100,69,0,94,0.1,0.0625,0.132,0.0149,1,0,9999,0.62394,43,42,1,0,3002,9999,53,0,15,60,9999,9999,3
-99.2771099640966,19.6002156115977,1686,2771,"""1506000010611""",18,126,9999,18,74,100,79,0,56,0.1,0,0.133,0.0156,1,0,9999,0.74345,71,85,1,0,8044,9999,84,0,15,60,9999,9999,3
