X,Y,SP_ID,AGEB_ID,CVEGEO,antiguedad,abastecimi,capacidad,cal_agua,contaminat,crec_urb,desp_agua,desv_agua,efic_serv,elevacion,escasez,falla_in,Falta_in,falta_dren,gasto,health,ingreso,monto,obstruc,pet_del_dr,pet_usr_d,poblacion,ponding,pres_hid,CM,estado,municipio,KMEANS5,PRECIP,ACUIF
-99.1109692994908,19.4553411865222,3411,6453,"""900500012273""",64,80,0.14,26,71,100,67,0,56,0,0.0625,0.743,0.0459,0.018,17.307,1.7125,0.74897,43,80,1,0,5414,1.29875,63,0.38463,9,5,0,748,2
-99.1048034718078,19.4534907825722,3412,6454,"""900500012288""",64,69,0.09,15,53,100,100,0,73,0,0.0625,0.767,0.0106,0.018,14.845879,4.6875,0.71441,53,3,1,0,8122,1.62375,12,0.430153,9,5,0,748,2
-99.0978630183981,19.4540838007283,3413,6455,"""900500012292""",64,41,0.21,58,37,100,24,0,79,0,0.0625,0.798,0.0193,0.018,4.307,1.22625,0.72031,89,10,1,0,4399,1.19375,10,0.489177,9,5,0,750,2
-99.099639440213,19.4516130616877,3414,6456,"""900500012305""",64,37,0.24,3,20,100,33,0,75,0,0.0625,0.796,0.0263,0.074,11.846,1.06375,0.70916,57,95,1,0,3891,1.12625,20,0.484742,9,5,0,748,2
-99.0917655979851,19.453832925998,3415,6457,"""090050001231A""",33,45,0.12,3,77,100,37,0,19,0,0.0625,0.559,0.0405,0.018,11.307,0.87625,0.78489,4,18,1,0,3649,2.095,36,0.548926,9,5,0,749,2
-99.0865377259946,19.452550361036,3416,6458,"""900500012324""",33,46,0.2,58,31,100,56,0,72,0,0.0625,0.578,0.0337,0.018,8.076,0.78875,0.80051,81,58,1,0,3143,1.76875,49,0.583208,9,5,4,748,2
-99.08356898359,19.4531671261814,3417,6459,"""900500012339""",33,18,0.11,92,87,100,68,0,39,0,0.0625,0.582,0.0412,1,7.538,0.1225,0.78449,65,27,1,0,760,0.75625,84,0.591994,9,5,2,748,2
-99.0872870832338,19.449114422701,3418,6460,"""900500012343""",33,39,0.12,88,98,100,16,0,2,0,0.0625,0.592,0.0286,0.074,20.461,0.91,0.81304,35,79,1,0,3465,1.48,74,0.610628,9,5,2,746,2
-99.0711943027507,19.4552952970009,3419,6461,"""900500012358""",33,43,0.08,77,55,100,82,0,72,0,0.0625,0.628,0.0041,0.074,14.538,0.33375,0.77404,55,57,1,0,1782,2.34,96,0.679247,9,5,2,744,2
-99.0669795489175,19.4567619212999,3420,6462,"""900500012362""",33,64,0.17,26,44,100,83,0,44,0,0.0625,0.631,0.0082,0.074,7,0.4425,0.85233,78,15,1,0,2384,1.82125,77,0.684296,9,5,2,743,2
-99.0638855911925,19.4583153363866,3421,6463,"""900500012377""",33,114,0.06,50,30,100,63,0,73,0,0.0625,0.634,0.0127,0.074,6.461,0.61375,0.84974,4,9,1,0,2991,2.09,13,0.690432,9,5,2,741,2
-99.0755655234705,19.4509636826104,3422,6464,"""900500012381""",33,145,0.03,44,11,100,87,0,16,0,0.0625,0.61,0.0271,0.074,30.692,0.48875,0.77014,41,99,1,0,2877,2.365,92,0.644156,9,5,2,744,2
-99.0701877210224,19.452245118497,3423,6465,"""900500012396""",33,50,0.2,7,77,100,33,0,2,0,0.0625,0.624,0.0329,0.074,0,0.6825,0.78883,8,62,1,0,3762,3,74,0.671548,9,5,2,743,2
-99.0640881933283,19.4536355921574,3424,6466,"""900500012409""",33,79,0.14,20,2,100,80,0,92,0,0.0625,0.635,0.0337,0.018,0,0.90125,0.84681,45,15,1,0,3892,2.08875,64,0.692441,9,5,2,739,2
-99.0696136975771,19.4485726159454,3425,6467,"""900500012428""",33,25,0.04,73,98,87.5,53,0,54,0,0.0625,0.61,0.0273,0.018,21.538,0.44375,0.78595,48,0,1,0,2595,3,92,0.644073,9,5,2,740,2
-99.0646524778372,19.4495648362134,3426,6468,"""900500012432""",33,18,0.28,10,1,100,67,0,66,0,0.0625,0.634,0.0609,0.018,21.538,0.5975,0.87539,87,11,1,0,2783,3.2675,78,0.690293,9,5,2,738,2
-99.0608548408108,19.450999285062,3427,6469,"""900500012447""",33,30,0.13,99,14,100,3,0,40,0,0.0625,0.643,0.008,0.018,16.692,0.63125,0.85205,31,12,1,0,2808,3.0075,60,0.707225,9,5,2,736,2
-99.057414975881,19.4521064934094,3428,6470,"""900500012451""",33,58,0.13,73,77,100,8,0,10,0,0.0625,0.646,0.0355,0.076,15.615,0.5925,0.82306,6,18,1,0.3,3389,0.91125,21,0.712692,9,5,2,734,2
-99.0543293753798,19.453585006444,3429,6471,"""900500012466""",33,50,0.27,23,91,100,45,0,84,0,0.0625,0.663,0.0299,0.074,8.845353,0.5325,0.80746,19,38,1,0,3272,2.8875,78,0.744379,9,5,2,732,2
-99.0616872116521,19.4470301520092,3430,6472,"""900500012470""",33,40,0.09,54,98,92.86,67,0,71,0,0.0625,0.644,0.0703,0.018,15.905821,1.0175,0.73495,80,77,1,0,6109,6.07375,15,0.708815,9,5,2,734,2
-99.054861958831,19.449448504011,3431,6473,"""900500012485""",33,38,0.21,15,69,100,17,0,69,0,0.0625,0.675,0.033,0.074,16.635966,1.00125,0.69124,23,27,1,0,6886,6.3825,71,0.767308,9,5,0,730,2
-99.1205622708117,19.5831143766904,3432,6474,"""900500012502""",9,9,9999,41,92,0,82,0,64,0.3,0.0625,0.034,0.0405,1,0,0,0,59,99,0,71.4,9,0.02375,92,0.001702,9,5,3,738,3
-99.1174079903035,19.5663428765492,3433,6475,"""900500012536""",9,17,9999,78,37,4.87,63,0,5,0.1,0.0625,0.033,0.0043,1,0,0.0675,0.62742,98,83,1,0,1826,0.115,38,0,9,5,1,733,2
-99.1318022380002,19.5293923357898,3434,6476,"""900500012574""",14,44,9999,8,35,9.84,98,0,88,0.1,0.0625,0.065,0.0216,1,0,0.1125,0.54773,84,87,1,0,3487,0.79,38,0,9,5,1,751,2
-99.1399786265363,19.5707026956989,3435,6477,"""900500012593""",9,60,9999,55,49,31.75,40,0,73,0.1,0.0625,0.03,0.0068,0.018,0,0.13625,0.56802,69,60,1,0,5206,0.44375,92,0,9,5,2,739,2
-99.1259048167938,19.5622399960814,3436,6478,"""900500012606""",18,43,9999,45,51,100,14,0,68,0.1,0.0625,0.129,0.0117,1,0,0.1275,0.65238,52,96,1,0,3128,1.47,7,0,9,5,2,724,2
-99.1263340470816,19.5582278028219,3437,6479,"""900500012610""",18,76,9999,60,62,100,1,0,97,0.1,0.0625,0.13,0.0187,1,0,0.26,0.6258,82,70,1,0,6925,0.6375,73,0,9,5,0,725,2
-99.1275441749638,19.5548616649463,3438,6480,"""900500012625""",18,19,9999,94,34,100,45,0,27,0.1,0.0625,0.131,0.0116,1,0,0.2675,0.6263,52,91,1,0,7046,0.0475,60,0,9,5,0,727,2
-99.0998092268428,19.5101762920348,3439,6481,"""090050001263A""",33,52,0.03,97,10,100,0,0,87,0,0.0625,0.321,0.0422,0.074,0,0.58875,0.81291,5,28,1,0,2536,1.22625,71,0.097211,9,5,2,744,2
-99.0972613916802,19.5109485866968,3440,6482,"""900500012644""",33,41,0.24,86,30,100,21,0,29,0,0.0625,0.342,0.0172,0.074,5.23,0.525,0.81307,70,46,1,0,2311,0.4,6,0.137015,9,5,2,743,2
-99.0951459761635,19.5093448626985,3441,6483,"""900500012659""",33,73,0.06,65,71,100,56,0,91,0,0.0625,0.366,0.0196,0.018,5.846,0.515,0.82575,64,20,1,0,2312,0,6,0.182734,9,5,2,744,2
-99.0928366826168,19.5082609932636,3442,6484,"""900500012663""",33,55,0.09,44,74,100,28,0,20,0,0.0625,0.399,0.0203,0.074,5.538,0.65,0.81132,39,18,1,0,2872,0.14375,15,0.244017,9,5,2,744,2
-99.0985326046183,19.5072190105127,3443,6485,"""900500012678""",33,30,0.14,9,92,100,15,0,29,0,0.0625,0.313,0.0469,0.074,0,0.6025,0.81774,29,68,1,0,2681,0,67,0.08251,9,5,2,745,2
-99.088753162369,19.506332877894,3444,6486,"""900500012682""",33,136,0,29,91,100,66,0,69,0,0.0625,0.45,0.0571,0.076,11.692,0.55375,0.66391,56,10,1,0.3,5533,3.99625,49,0.341144,9,5,2,745,2
-99.0952811143956,19.505312753709,3445,6487,"""900500012697""",33,41,0.18,44,11,100,64,0,3,0,0.0625,0.354,0.0116,0.074,0,0.69125,0.79021,8,67,1,0,3076,0.3125,53,0.159693,9,5,2,746,2
-99.0586727748824,19.45548272147,3446,6488,"""090050001270A""",33,50,0.23,4,83,100,37,0,32,0,0.0625,0.637,0.0049,0.074,0,0.4475,0.80063,45,10,1,0,2678,0.71625,52,0.69643,9,5,2,737,2
-99.0555483776221,19.4568731688167,3447,6489,"""900500012714""",33,82,0.28,43,67,100,79,0,49,0,0.0625,0.657,0.0108,0.074,0,0.4425,0.79085,2,55,1,0,2896,0.96,75,0.733082,9,5,2,734,2
-99.1335094762738,19.5639673361225,3448,6490,"""900500012729""",18,60,0.01,40,34,100,89,0,34,0.1,0.0625,0.13,0.0167,0.074,0.615,0.13625,0.64635,85,50,1,0,4594,0.3125,88,0,9,5,2,722,2
-99.130813016023,19.5613716355937,3449,6491,"""900500012733""",18,48,0.02,7,47,100,27,0,90,0.1,0.0625,0.129,0,0.018,0,0.12125,0.69274,60,13,1,0,3794,0.50375,34,0,9,5,2,722,2
-99.1302038896931,19.5525841618047,3450,6492,"""900500012748""",18,62,9999,19,30,100,14,0,19,0.1,0.0625,0.132,0.0215,1,0,0.14,0.65142,67,11,1,0,3613,0.76375,15,0,9,5,0,727,2
-99.1311351855393,19.550339062579,3451,6493,"""900500012752""",33,66,9999,65,86,100,82,0,13,0.1,0.0625,0.267,0.04,0.076,0,0.15875,0.61942,4,38,1,0.3,4079,0.54,17,0,9,5,2,729,2
-99.1311872964665,19.5482388784701,3452,6494,"""900500012767""",33,55,9999,64,70,100,7,0,36,0.1,0.0625,0.266,0.0343,1,0,0.18875,0.58672,64,14,1,0,5074,0.2975,41,0,9,5,0,731,2
-99.130272423031,19.5453689896539,3453,6495,"""900500012771""",18,78,9999,54,72,100,62,0,71,0.1,0.0625,0.132,0.2857,1,0,0.1325,0.5513,11,77,1,0,5028,0.17625,88,0,9,5,0,733,2
-99.1534312645968,19.5344216245747,3454,6496,"""900500012786""",18,25,0.1,36,63,100,78,0,22,0,0.0625,0.129,0.0239,0.074,4.615,0.29875,0.87092,65,50,1,0,2195,2.23,71,0,9,5,2,736,2
-99.1477857267016,19.5314682314141,3455,6497,"""900500012790""",18,41,0.05,41,44,100,26,0,68,0,0.0625,0.13,0.0125,0.074,0,0.2275,0.79135,75,2,1,0,4016,0.42,36,0,9,5,2,735,2
-99.1482430568799,19.5288663266619,3456,6498,"""900500012803""",18,41,0.09,39,25,100,4,0,77,0,0.0625,0.13,0.0016,0.074,0,0.1975,0.79623,86,32,1,0,4751,0.84625,20,0,9,5,2,736,2
-99.1441257515001,19.5287472450805,3457,6499,"""900500012822""",18,51,0.28,33,28,100,69,0,6,0,0.0625,0.132,0.0069,0.018,2.461,0.175,0.72807,86,55,1,0,3952,2.0925,5,0,9,5,2,735,2
-99.1365453973318,19.521950773525,3458,6500,"""900500012837""",33,46,9999,45,82,100,3,0,15,0,0.0625,0.267,0.0767,1,0,0.48,0.5716,28,23,1,0,3522,0.51,67,0,9,5,0,738,2
-99.1340171781114,19.5219195296807,3459,6501,"""900500012841""",18,42,9999,28,13,100,3,0,54,0.1,0.0625,0.13,0.0165,1,0,0.35125,0.54469,32,96,1,1,2688,0.5,75,0,9,5,0,740,2
-99.1402397096317,19.5156444783725,3460,6502,"""900500012856""",33,116,0.1,79,100,100,62,0,54,0,0.0625,0.272,0.023,0.075,3.384,0.9025,0.83607,75,24,1,0.2,4976,0.285,77,0.004268,9,5,0,738,2
-99.136614013819,19.51266960866,3461,6503,"""900500012860""",64,112,9999,92,50,100,14,0,94,0,0.0625,0.544,0.0165,0.018,0,0.87125,0.83227,19,17,1,0,5088,0.24625,68,0.006332,9,5,0,738,2
-99.1371367062367,19.5088110308172,3462,6504,"""900500012875""",33,29,0.13,23,42,100,31,0,79,0,0.0625,0.276,0.0383,0.074,0,0.40625,0.92173,14,98,1,0,2254,0.40125,99,0.01113,9,5,4,739,2
-99.1055003816101,19.5086864863295,3463,6505,"""090050001288A""",18,17,9999,56,92,85.71,55,0,75,0,0.0625,0.132,0.0162,0.074,0,0.41,0.80727,37,45,1,0,1781,1.6675,50,0,9,5,2,745,2
-99.1022274968346,19.5090082522037,3464,6506,"""900500012894""",33,41,0.16,30,37,100,48,0,27,0,0.0625,0.283,0.0271,0.018,0,0.5125,0.79321,4,26,1,0,2276,1.83875,27,0.024463,9,5,2,744,2
-99.0960031805516,19.4861232838732,3465,6507,"""900500012907""",64,164,0.07,54,62,100,53,0,79,0,0.0625,0.666,0.0302,0.018,8.72331,0.76375,0.77404,51,3,1,0,5242,1.73125,12,0.238326,9,5,2,756,2
-99.0842277744744,19.4845981152596,3466,6508,"""900500012930""",33,156,0.13,68,81,100,16,0,24,0,0.0625,0.566,0.032,0.074,0,0.40125,0.74726,6,70,1,0,4606,1.02,74,0.560502,9,5,0,757,2
-99.0835371631528,19.4713632985452,3467,6509,"""900500012945""",64,56,0.11,1,64,100,25,0,97,0,0.0625,0.841,0.0138,0.074,4.692111,0.26625,0.74355,74,36,1,0,4849,2.97875,84,0.569093,9,5,0,756,2
-99.0809683577452,19.4705026200591,3468,6510,"""090050001295A""",33,46,0.16,86,48,100,38,0,85,0,0.0625,0.564,0.013,0.074,4.170278,0.2525,0.75791,9,1,1,0,4359,1.925,2,0.55749,9,5,0,755,2
-99.1433059675243,19.5658172723829,3469,6511,"""900500012964""",18,23,9999,100,83,60.87,87,0,75,0.1,0.0625,0.13,0.0096,0.018,0,0.11625,0.54472,68,92,1,0,4488,0.225,49,0,9,5,2,738,2
-99.1466710846034,19.5616559419574,3470,6512,"""900500012979""",9,48,9999,64,75,38.24,54,0,61,0.1,0.0625,0.032,0.0297,0.018,0,0.14,0.55559,67,23,1,0,5021,0.68125,46,0,9,5,2,737,2
-99.1552729826855,19.5560939507328,3471,6513,"""900500012983""",9,51,9999,48,44,29.85,87,0,50,0.1,0.0625,0.032,0.0448,1,0,0.1575,0.59263,77,62,1,0,3389,2.15,20,0,9,5,2,749,2
-99.1253937463782,19.5462998814811,3472,6514,"""900500012998""",18,75,9999,27,82,100,90,0,63,0.2,0.0625,0.131,0.0201,1,0,0.16125,0.52418,46,32,1,0,4383,0.23,43,0,9,5,0,740,2
-99.1206372558989,19.5549466598513,3473,6515,"""900500013017""",9,21,9999,80,64,14.08,8,0,19,0.2,0.0625,0.031,0.0167,1,0,0.06875,0.52641,14,61,1,0,1856,0.05875,26,0,9,5,1,740,2
-99.0907041203719,19.4739967550731,3474,6516,"""900500013055""",33,52,0.03,7,71,100,99,0,10,0,0.0625,0.563,0.0298,0.074,12,0.3575,0.78812,87,10,1,0,2848,1.03875,95,0.554979,9,5,4,757,2
-99.089654486882,19.4718904469053,3475,6517,"""090050001306A""",33,14,0.22,31,63,100,79,0,38,0,0.0625,0.56,0.0089,0.018,0,0.15,0.69409,71,75,1,0,2794,0.06875,68,0.549066,9,5,0,757,2
-99.0872199121754,19.4708104652753,3476,6518,"""900500013074""",33,27,0.26,64,49,100,54,0,25,0,0.0625,0.564,0.0095,0.1,9.153,0.12,0.75952,67,36,1,2.9,2067,0.16875,24,0.557657,9,5,4,756,2
-99.1371853898457,19.5508788928907,3477,6519,"""900500013089""",33,178,0.17,36,97,100,56,0,60,0,0.0625,0.265,0.0209,0.018,8,0.3275,0.68478,51,79,1,0,8202,0.7125,65,0,9,5,2,727,2
-99.1411810115283,19.545225145914,3478,6520,"""900500013093""",18,514,0.11,94,11,100,2,0,52,0,0.0625,0.127,0.0306,0.075,4.923,0.40375,0.68482,19,53,1,0.1,11929,1.81,2,0,9,5,2,729,2
-99.1321576742622,19.5118227867415,3479,6521,"""900500013110""",33,30,0.32,97,95,100,31,0,28,0,0.0625,0.275,0.0299,1,0,0.2325,0.76425,23,84,1,0,950,0.6225,69,0.008954,9,5,4,738,2
-99.1337907533953,19.506117496752,3480,6522,"""900500013125""",33,95,0.14,23,7,100,84,0,38,0,0.0625,0.28,0.0198,0.018,0,0.4425,0.83516,54,12,1,0,3185,0.36375,83,0.018326,9,5,4,739,2
-99.1320035664972,19.5047005308869,3481,6523,"""090050001313A""",33,50,0.24,55,83,100,36,0,15,0,0.0625,0.282,0.039,0.074,9.23,0.31,0.90389,65,22,1,0,1750,0.345,25,0.022622,9,5,4,740,2
-99.0693592397192,19.4993167429973,3482,6524,"""900500013144""",33,76,9999,51,35,100,4,0,95,0,0.0625,0.579,0.0299,1,5.2612,0.19625,0.61792,48,57,1,0.4,4293,8.0975,77,0.585216,9,5,2,745,2
-99.0665244810398,19.4963702967053,3483,6525,"""900500013159""",33,136,9999,35,61,100,88,0,1,0,0.0625,0.582,0.0163,1,1.717476,0.2725,0.6292,71,82,1,0,5624,9.55625,30,0.591046,9,5,0,744,2
-99.0946149812354,19.4992953658306,3484,6526,"""900500013163""",64,93,0.13,83,83,100,36,0,26,0,0.0625,0.607,0,0.074,16.923,0.31375,0.65645,50,51,1,0,2148,2.605,27,0.126304,9,5,2,751,2
-99.0917262606787,19.4977206211772,3485,6527,"""900500013178""",64,38,0.08,23,53,100,72,0,94,0,0.0625,0.697,0.0182,0.074,1.846,0.2425,0.71333,46,79,1,0,2114,5.3725,38,0.297545,9,5,2,751,2
-99.1442916355665,19.5367720604984,3486,6528,"""900500013182""",18,22,9999,93,33,100,36,0,69,0,0.0625,0.128,0.012,0.074,3.076,0.16875,0.78071,95,96,1,0,2437,13.3725,24,0,9,5,2,732,2
-99.1444040949745,19.5331795724395,3487,6529,"""900500013197""",18,322,0.03,9,51,100,11,0,74,0,0.0625,0.131,0.0152,0.083,6.153,0.32625,0.75248,72,43,1,1,5872,0.435,61,0,9,5,2,733,2
-99.1465849691289,19.5331847733754,3488,6530,"""090050001320A""",18,24,0.24,94,47,100,3,0,4,0,0.0625,0.132,0.0119,0.074,0,0.14625,0.8365,49,7,1,0,2093,0.15375,46,0,9,5,2,734,2
-99.1263209847434,19.5499572790672,3489,6531,"""900500013214""",18,297,9999,88,18,100,32,0,24,0.2,0.0625,0.129,0.0237,1,0,0.19625,0.54714,41,8,1,0,5370,0.16375,72,0,9,5,0,736,2
-99.1228839693334,19.548635313376,3490,6532,"""900500013229""",14,58,9999,44,39,92.86,71,0,63,0.2,0.0625,0.062,0.0232,1,0,0.125,0.47279,70,16,1,0,3503,0.1125,38,0,9,5,0,742,2
-99.1301406442966,19.5668271904036,3491,6533,"""900500013233""",14,91,9999,85,91,100,54,0,0,0.1,0.0625,0.062,0.0156,1,0,0.225,0.61069,68,41,1,0,5807,0.2475,17,0,9,5,2,722,2
-99.1258275789211,19.5681870103026,3492,6534,"""900500013248""",18,30,9999,17,9,75,55,0,58,0.1,0.0625,0.132,0.0185,1,0,0.18875,0.58779,32,58,1,0,4954,0.9175,29,0,9,5,2,723,2
-99.1388151862819,19.5619317257779,3493,6535,"""900500013252""",33,65,9999,39,5,100,62,0,31,0.1,0.0625,0.264,0.0119,0.075,0,0.18375,0.64201,91,89,1,0.2,5938,0.98625,81,0,9,5,2,728,2
-99.1425724914023,19.5604129141755,3494,6536,"""900500013267""",18,299,9999,42,30,100,79,0,91,0.1,0.0625,0.13,0.0322,0.074,0,0.08375,0.53202,74,8,1,0,3537,0,46,0,9,5,2,728,2
-99.1493540754522,19.5564002234856,3495,6537,"""900500013271""",18,36,0.02,5,73,100,80,0,69,0.1,0.0625,0.131,0.0105,0.018,0,0.1375,0.65503,57,67,1,0,4511,4.37,73,0,9,5,2,733,2
-99.1461968391544,19.5582296008764,3496,6538,"""900500013286""",18,21,9999,22,44,100,60,0,38,0.1,0.0625,0.133,0.0484,0.074,0,0.0775,0.58199,43,88,1,0,2977,1.5125,22,0,9,5,2,730,2
-99.1508721220383,19.5196332009036,3497,6539,"""900500013290""",33,85,0.24,45,17,100,50,0,23,0,0.0625,0.27,0.0492,0.018,3.076,0.17,0.71146,49,86,1,0,4641,9.29375,72,0.000167,9,5,2,739,2
-99.146709757963,19.5192607881298,3498,6540,"""900500013303""",33,24,0.12,81,39,100,17,0,85,0,0.0625,0.27,0.0526,0.074,3.076,0.365,0.78072,50,61,1,0,1952,7.445,45,0,9,5,2,738,2
-99.134421545123,19.5789444302325,3499,6541,"""900500013318""",9,25,9999,11,95,33.33,58,0,10,0.2,0.0625,0.034,0.0144,1,0,0.15125,0.53391,71,8,1,0,4181,0.35625,9,0.000669,9,5,2,733,2
-99.1359525967382,19.5746813239679,3500,6542,"""900500013322""",9,46,9999,35,4,47.06,62,0,37,0.1,0.0625,0.032,0.0276,1,0,0.16625,0.53972,44,19,1,0.4,4353,0.3775,60,0,9,5,2,735,2
-99.0874781186072,19.4864705096193,3501,6543,"""900500013337""",64,332,0.5,98,69,100,14,0,57,0,0.0625,0.805,0.0286,0.074,2.884375,0.43625,0.77423,51,35,1,0,3143,1.1575,19,0.501897,9,5,4,756,2
-99.086208802879,19.48534708241,3502,6544,"""900500013341""",64,94,0.21,54,80,100,91,0,20,0,0.0625,0.819,0.011,0.074,0,0.35125,0.73673,28,87,1,0,2409,1.895,82,0.52781,9,5,4,757,2
-99.1278375975802,19.512347284659,3503,6545,"""900500013356""",33,172,0.06,42,97,100,35,0,96,0,0.0625,0.273,0.0189,0.074,25.309591,0.29125,0.86115,94,49,1,0,1294,0.5875,29,0.005467,9,5,4,738,2
-99.1161420532288,19.5086453998907,3504,6546,"""900500013360""",18,1632,9999,84,24,18.24,66,0,87,0,0.0625,0.132,0.0172,0.125,5.207432,1.04125,0.67227,39,86,0.5,5.6,3877,2.24875,47,0,9,5,1,750,2
-99.1475044419495,19.5145828987008,3505,6547,"""900500013375""",33,23,0,79,58,100,79,0,73,0,0.0625,0.272,0.0157,1,0,0.185,0.8385,22,31,1,0,1242,25.185,28,0.004686,9,5,2,740,2
-99.1426979163948,19.511992154137,3506,6548,"""090050001338A""",33,43,0.02,49,56,100,19,0,73,0,0.0625,0.275,0.0185,0.074,0,0.51125,0.91381,48,79,1,0,3045,2.52625,97,0.009121,9,5,4,739,2
-99.0912829258392,19.4832953374531,3507,6549,"""900500013394""",33,181,9999,63,15,100,32,0,79,0,0.0625,0.497,0.0427,1,2.461,0.42125,0.82422,8,21,1,0,2994,0.12875,21,0.429735,9,5,4,757,2
-99.0939680867283,19.4801981834301,3508,6550,"""900500013407""",33,321,0.08,90,17,100,38,0,13,0,0.0625,0.506,0.085,0.074,16.031472,1.00875,0.85185,7,26,1,0,7100,1.1425,89,0.447057,9,5,2,757,2
-99.1298222496268,19.5407127065811,3509,6551,"""900500013411""",14,742,9999,3,39,28.26,93,0,64,0.1,0.0625,0.068,0.0348,1,0,0.1575,0.46283,60,22,1,1.4,5215,0.17,32,0.002259,9,5,1,743,2
-99.134829001724,19.5367889673999,3510,6552,"""900500013426""",14,942,9999,64,57,27.27,86,0,5,0.1,0.0625,0.064,0.052,1,0,0.07375,0.52391,31,23,0.5,0,2240,0.1025,71,0,9,5,1,743,2
-99.1284303680804,19.5805386265334,3511,6553,"""900500013430""",9,49,9999,88,8,20,68,0,55,0.1,0.0625,0.035,0.0285,1,0,0.135,0.48414,39,81,1,0,3658,0.63125,37,0.003291,9,5,2,727,2
-99.126764042108,19.572486334856,3512,6554,"""900500013445""",9,35,9999,41,8,53.85,35,0,0,0.1,0.0625,0.033,0.0127,1,0,0.1275,0.51778,27,21,1,0.5,3639,0.96625,47,0,9,5,2,724,2
-99.0684849773862,19.4158694977635,3513,6555,"""090060001001A""",64,56,0.26,97,49,100,60,0,38,0,0.0625,0.891,0.0108,0.074,26.307,1.2075,0.72679,86,11,1,0,4152,9.84125,19,0.664156,9,6,2,721,2
-99.063788430042,19.4194132906397,3514,6556,"""900600010024""",64,51,0.2,94,49,100,70,0,94,0,0.0625,0.91,0.0127,0.074,10.153,0.56875,0.75248,3,61,1,0,4475,13.1375,68,0.700474,9,6,2,720,2
-99.0580103933759,19.4178591535952,3515,6557,"""900600010039""",64,53,0.25,29,76,100,74,0,40,0,0.0625,0.921,0.0077,0.074,17.538,0.6625,0.73332,46,21,1,0,5151,4.67,21,0.721953,9,6,2,715,2
-99.062990755888,19.4165483718101,3516,6558,"""900600010043""",64,46,0.12,50,95,100,66,0,8,0,0.0625,0.904,0.0073,0.018,0,0.55,0.72678,68,14,1,0,4318,5.36125,23,0.688591,9,6,0,717,2
-99.0711632554906,19.413289276751,3517,6559,"""900600010058""",64,48,0.29,92,47,100,34,0,21,0,0.0625,0.873,0.0185,0.074,21.692,0.99125,0.80355,89,33,1,0,3829,6.18625,35,0.629763,9,6,4,721,2
-99.0638562233322,19.4098010191088,3518,6560,"""900600010077""",64,39,0.2,91,80,100,27,0,30,0,0.0625,0.837,0.0232,0.018,6.063583,0.5625,0.78331,66,40,1,0,4540,10.01,45,0.561618,9,6,2,715,2
-99.0620268033228,19.4085177789093,3519,6561,"""900600010081""",64,60,0.17,82,57,100,60,0,51,0,0.0625,0.833,0.0202,0.018,10.439286,0.5975,0.78756,70,55,1,0,4768,13.625,28,0.5547,9,6,2,713,2
-99.060244833906,19.407938147853,3520,6562,"""900600010096""",64,40,0.14,27,51,100,72,0,83,0,0.0625,0.85,0.0097,0.018,5.58337,0.6975,0.78424,75,7,1,0,5447,7.8975,23,0.586611,9,6,0,712,2
-99.0584363872661,19.4071648404832,3521,6563,"""900600010109""",33,48,0.24,7,94,100,78,0,50,0,0.0625,0.609,0.0103,0.074,45.384063,0.6725,0.74536,47,41,1,0,5194,13.625,68,0.642762,9,6,0,710,2
-99.0646291959098,19.4030403107517,3522,6564,"""900600010128""",64,138,0.42,52,14,100,65,0,64,0,0.0625,0.779,0.024,0.074,42.461,0.50375,0.78946,93,30,1,0,5216,6.73125,45,0.45325,9,6,2,712,2
-99.1041195655005,19.4022649392859,3523,6565,"""900600010132""",64,168,0.2,6,63,99,45,0,50,0,0.0625,0.769,0.0029,0.076,41.71412,0.44375,0.71046,28,86,1,0.3,4817,7.0475,92,0.432915,9,6,2,729,2
-99.1000382316445,19.4061662374261,3524,6566,"""900600010147""",64,0,0.2,10,28,0,57,0,83,0,0.0625,0.778,0.0097,0,21.2301,0,0,25,60,0,0,0,5.0825,90,0.450153,9,6,3,729,2
-99.0889822547314,19.403236223719,3525,6567,"""900600010151""",64,286,0.09,63,25,2.48,42,0,62,0,0.0625,0.785,0.0109,0.018,41.792826,0.05375,0,53,74,0,0,280,0.265,10,0.464184,9,6,3,724,2
-99.0806626720601,19.4046622852122,3526,6568,"""900600010166""",64,94,0.12,8,91,92.31,54,0,46,0,0.0625,0.812,0.1349,0.074,24.923,0.2725,0.6653,36,25,1,0,2526,5.3875,20,0.515091,9,6,0,721,2
-99.0805296291254,19.4012371851657,3527,6569,"""900600010170""",64,43,0.24,92,82,100,10,0,100,0,0.0625,0.779,0.0279,0.074,17.2305,0.245,0.71091,4,36,1,0,2185,4.2,55,0.452078,9,6,4,720,2
-99.0760409631505,19.4032274804079,3528,6570,"""900600010185""",64,149,0.15,9,64,100,99,0,83,0,0.0625,0.788,0.014,0.075,32.307,0.46,0.73102,100,30,1,0.2,5795,4.94125,26,0.468675,9,6,0,719,2
-99.0694782047338,19.4023269179062,3529,6571,"""090060001019A""",64,24,0.14,58,96,100,54,0,44,0,0.0625,0.747,0.0161,0.074,40,0.16625,0.77742,41,24,1,0,2002,11.45625,24,0.391632,9,6,2,715,2
