"station_name","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","est_U$ESTACIONES[2:50]","est_U$COORDENADAS..ALTITUD[2:50]","est_U$COORDENADAS..LATITUD[2:50]"
"24","Sn. Fco.",0.739211071797568,0.648456894479072,0.831417172580466,0.848465833277275,0.82914350961384,0.744104173242069,0.839122110931579,0.844001464495732,0.823154203692226,0.616491128042236,0.79693273978697,0.51879361329024,"SAN FRANCISCO","99.2391739638889","19.3117821805556"
"25","Rio Magdalena",0.786323656700895,0.566672341973365,0.828958298912094,0.821825652513586,0.767011315028122,0.838963227320612,0.832638247664009,0.932253744961508,0.7876039703929,0.672253729374405,0.716082089783554,0.529211303445688,"RIO MAGDALENA","99.2646206388889","19.2888000111111"
"26","M. Alegre",1.09615209835678,0.988377186561344,0.913148833885394,0.846335691359987,0.726439698645375,0.811940216175664,0.896986800713149,0.875861147279828,0.930704178128738,0.778643537813211,0.645323624196961,0.690654339813807,"MONTE ALEGRE","99.2801635722222","19.2298661222222"
"27","Xotepingo",0.751401265341087,0.917685963485103,0.921264642075378,0.836699206821292,0.760925563930255,0.741235753269964,0.882039961641626,0.884331692754009,0.7536042872777,0.766967093467648,0.937334990585875,0.85651759083099,"XOTEPINGO","99.1446112","19.3328675055556"
"28","Aculco",0.98388220821288,1.21123562073088,0.847855599916001,0.644101966781683,0.866212017092861,0.673805397686716,0.676852425982522,0.750189910308029,0.710514560188478,0.791818430652573,0.765795938518193,1.99408343852678,"ACULCO","99.0998121888889","19.3791774888889"
"29","Udad. E. De Ote.",1.02431459588197,0.935149007485268,1.1784263640599,0.812163467440991,0.826529045329098,0.807928650416967,0.799908388550885,0.896701895619297,0.797824737987037,0.734593277392335,0.638713001163744,0.75775408771529,"EJERCITO DE ORIENTE","99.0371675027778","19.3796852583333"
"30","Cerro de la Estrella",1.02615719439054,0.865156292655544,0.755772336706288,0.884880292617858,0.837531748758006,0.892418032035962,0.844258861149447,0.833929863182657,0.779194731633009,0.778187552393098,0.817825572214896,1.45477101707611,"PLANTA CERRO DE LA ESTRELLA","99.0772686861111","19.337165125"
"31","Sub. S. Catarina",1.13489589910233,0.677630633941798,0.906532801233393,0.867802413214751,0.792123079571226,0.768229911502048,0.818742399605142,0.801760369026872,0.868537804778757,0.632063464543915,1.11462605469052,0.519115324107305,"LA CALDERA","98.9751116194444","19.3394248083333"
"32","Sta. Catarina",0.810881344013432,0.869250949529605,0.935983496916341,0.74069425379982,0.843555956890422,0.816945568804744,0.836542157205183,0.839090104346268,0.801282059849516,0.720135509233431,1.04668911561839,0.455739757176156,"PLANTA SANTA CATARINA","99.0263777972222","19.3018302777778"
"33","Tlahuac",0.971066077023519,0.920732359793506,0.65296965168626,0.645767019931204,0.853186280680996,0.812742931962661,0.794264296869294,0.818850720162521,0.818908287096452,0.75992249962659,0.69008542877925,0.457285303028375,"TLAHUAC","90.0128664916667","19.282853"
"34","B. Tlalpan",0.750056304286116,0.664378932648548,0.976274071778118,0.809480327793466,0.731690355388756,0.76046051975362,0.805064381510068,0.81555329251973,0.776172944056759,0.754216667860164,0.770861806108782,0.502368722932824,"BOSQUE DE TLALPAN","99.1951793944445","19.2924560416667"
"35","Vi. Coapa",0.7200908907329,0.641893068451449,0.776252905326123,0.709196499784108,0.753247419269989,0.818010090409681,0.77571325302156,0.734722092772181,0.722734746880886,0.695129785597238,0.774053999048239,1.11214333006631,"VILLA COAPA","99.1266028888889","19.2866908027778"
"36","S. Pedro M.",0.903302933446008,1.04232084967835,0.856806834890733,0.72372371348156,0.783676419525637,0.780530936519145,0.901728904005615,0.764591500663205,0.769655048324197,0.723619239610464,0.81328666396843,0.648343082489324,"SAN PEDRO MARTIR","99.1700563916667","19.2629811416667"
"37","Ajusco",0.931820001989402,0.782514269736711,0.856146255239533,0.963610142856769,0.834899549252164,0.918612274015627,0.90953691449968,0.929287783903392,0.758715876686697,0.758344701570352,0.760102772459067,0.615480804672176,"AJUSCO","99.2106603694444","19.219192375"
"38","Topilejo",0.872275475836375,1.00315032831901,0.790858208561077,0.957836172072915,0.780543930715161,0.838369585826185,0.759999921063535,0.884995840413956,0.7163386735849,0.702890111356501,1.18925725188281,0.709256279688329,"TOPILEJO","99.1305263444444","19.2033994"
"39","Caseta Forestal",0.745937931505314,0.433971900310741,0.72192031563257,0.769829670217063,0.926783432310486,0.776017397531398,0.930808778591539,0.969283853512094,0.804422337575871,0.706593586572706,0.722292064036739,0.580849446527826,"CASETA FORESTAL (PARRES)","99.1715899333333","19.1372550888889"
"40","Oficina Gavm",0.817677129076523,0.854576197023035,0.940454727945642,0.768854467911991,0.762768407851702,0.723070995834658,0.806556879759164,0.775190384855958,0.737383891135802,0.673601090013497,0.633570418631047,1.18187519165341,"GAVM SUR","99.0987412638889","19.318447"
"41","Nativitas",0.908794934005797,0.649007271328662,0.742071493398007,0.811670841647721,0.654949699108834,0.858651511514551,0.800676826334431,0.856594918604691,0.73321709728123,0.657366302095904,0.856129819564186,0.733941357522722,"NATIVITAS","99.0940204055556","19.2470804444444"
"42","San Luis",1.280015781017,0.875700335444885,0.770747820850787,0.856467517375842,0.841846322782591,0.676804589114354,0.635525779755205,0.753744341759827,0.844411371075176,0.794595903705207,0.924028746086239,0.465475490378491,"SAN LUIS TLAXIALTEMALCO","99.0290262861111","19.2599288416667"
"43","Milpa Alta",0.59464480862681,0.82053205177586,0.738514393628745,0.750102156333636,0.784242515728165,0.770274166862106,0.789349325094342,0.825950265051648,0.742358878784107,0.817885832268711,0.963359369158683,0.692643804275672,"MILPA ALTA","99.0274099305555","19.1871925166667"
"44","Barrientos",1.02285684326847,0.853269114343596,0.874529117759101,0.934304452931576,0.834451905768102,0.737431918458971,0.8190218081527,0.697716634463152,0.674033618239528,0.628525806169617,0.539006956422554,0.714546000671382,"BARRIENTOS","99.1847535444444","19.5810157"
"45","Vaso de C.",0.886999942923264,1.13670634184835,0.793550424002295,0.834547538180891,0.771036361728899,0.803096644480982,0.860220431335403,0.731473134891843,0.665167427450181,0.652999411882129,0.743630561905648,0.708373210494695,"VASO DE CRISTO","99.2136810361111","19.5110377416667"
"46","Chiconahutla I",0.981695299819095,0.7218106382162,0.94857928356801,0.861672987671218,0.730328536050918,0.850908060299399,0.813515889167753,0.694355181934591,0.760676067074263,0.673313219443609,0.650146381190652,0.600788756393654,"CHICONAUTLA I","99.0411828916667","19.5940560944444"
"47","Chiconahutla II",1.08373337292737,1.10137609278712,0.951902040555338,0.678837164867871,0.930474533307401,0.712471491767059,0.815367251291848,0.621670352497441,0.765964173923439,0.610073250094204,0.605694211245557,0.52226003212748,"CHICONAUTLA II","99.1083659027778","19.5157409111111"
"48","Palmas",0.901905085790934,0.958111231335492,0.952483377911366,0.738374706433718,0.789267816168313,0.848859196336497,0.833793832055864,0.887366883347904,0.721459111498748,0.689419405696246,0.692798850231035,0.532396361604319,"PALMAS","99.2549765694444","19.4299705305556"
"49","El Venado",1.12766877900649,0.705526124923585,0.705698773357137,0.915846991483733,0.862421639639007,0.819479022514222,0.889439390356065,0.787589250429359,0.672142077507845,0.730848030235731,0.861073204707156,0.76764498609683,"EL VENADO","99.3345244472222","19.3837148722222"
