year,ageb_id,prec,runoff
1993.0,5959.0,812.7899330939999,0.0
1993.0,5960.0,813.45688268,0.0
1993.0,5961.0,764.454165763,0.0
1993.0,5962.0,810.776065544,0.0
1993.0,5963.0,764.454165763,0.0
1993.0,5964.0,810.0827454810001,0.0
1993.0,5965.0,813.45688268,0.0
1993.0,5966.0,813.45688268,0.0
1993.0,5967.0,813.45688268,0.0
1993.0,5968.0,764.454165763,0.0
1993.0,5969.0,809.964119661,0.0
1993.0,5970.0,813.45688268,0.0
1993.0,5971.0,813.45688268,0.0
1993.0,5972.0,813.425680222,0.0
1993.0,5973.0,813.45688268,0.0
1993.0,5974.0,805.5979627260001,0.0
1993.0,5975.0,807.699530999,0.0
1993.0,5976.0,755.056991085,0.0
1993.0,5977.0,768.514521561,0.0
1993.0,5978.0,812.9468912169999,0.0
1993.0,5979.0,766.377104284,0.0
1993.0,5980.0,784.0145891110001,0.0
1993.0,5981.0,757.137410926,0.0
1993.0,5982.0,765.592579136,0.0
1993.0,5983.0,757.137410926,0.0
1993.0,5984.0,757.137410926,0.0
1993.0,5985.0,759.3039034469999,0.0
1993.0,5986.0,757.137410926,0.0
1993.0,5987.0,760.433475919,0.0
1993.0,5988.0,757.137410926,0.0
1993.0,5989.0,757.137410926,0.0
1993.0,5990.0,757.137410926,0.0
1993.0,5991.0,757.137410926,0.0
1993.0,5992.0,757.137410926,0.0
1993.0,5993.0,757.137410926,0.0
1993.0,5994.0,757.137410926,0.0
1993.0,5995.0,774.2193060110001,0.0
1993.0,5996.0,757.137410926,0.0
1993.0,5997.0,757.137410926,0.0
1993.0,5998.0,757.137410926,0.0
1993.0,5999.0,757.137410926,0.0
1993.0,6000.0,757.137410926,0.0
1993.0,6001.0,757.137410926,0.0
1993.0,6002.0,757.137410926,0.0
1993.0,6003.0,757.137410926,0.0
1993.0,6004.0,757.137410926,0.0
1993.0,6005.0,757.137410926,0.0
1993.0,6006.0,766.7990000789999,0.0
1993.0,6007.0,732.527440727,0.0
1993.0,6008.0,732.527440727,0.0
1993.0,6009.0,732.527440727,0.0
1993.0,6010.0,732.527440727,0.0
1993.0,6011.0,757.955019825,0.0
1993.0,6012.0,773.7957558869999,0.0
1993.0,6013.0,757.137410926,0.0
1993.0,6014.0,757.137410926,0.0
1993.0,6015.0,757.137410926,0.0
1993.0,6016.0,757.137410926,0.0
1993.0,6017.0,757.137410926,0.0
1993.0,6018.0,757.137410926,0.0
1993.0,6019.0,757.137410926,0.0
1993.0,6020.0,757.137410926,0.0
1993.0,6021.0,757.137410926,0.0
1993.0,6022.0,757.137410926,0.0
1993.0,6023.0,757.137410926,0.0
1993.0,6024.0,757.36147089,0.0
1993.0,6025.0,757.137410926,0.0
1993.0,6026.0,757.137410926,0.0
1993.0,6027.0,757.137410926,0.0
1993.0,6028.0,757.137410926,0.0
1993.0,6029.0,757.137410926,0.0
1993.0,6030.0,757.137410926,0.0
1993.0,6031.0,757.137410926,0.0
1993.0,6032.0,800.8194299639999,0.0
1993.0,6033.0,758.2625631139999,0.0
1993.0,6034.0,757.137410926,0.0
1993.0,6035.0,757.137410926,0.0
1993.0,6036.0,813.45688268,0.0
1993.0,6037.0,810.101129256,0.0
1993.0,6038.0,813.45688268,0.0
1993.0,6039.0,813.45688268,0.0
1993.0,6040.0,764.454165763,0.0
1993.0,6041.0,812.152596208,0.0
1993.0,6042.0,813.45688268,0.0
1993.0,6043.0,813.3244798310001,0.0
1993.0,6044.0,810.1980472939999,0.0
1993.0,6045.0,757.137410926,0.0
1993.0,6046.0,757.137410926,0.0
1993.0,6047.0,732.527440727,0.0
1993.0,6048.0,757.385660807,0.0
1993.0,6049.0,757.137410926,0.0
1993.0,6050.0,757.137410926,0.0
1993.0,6051.0,758.830081794,0.0
1993.0,6052.0,732.527440727,0.0
1993.0,6053.0,758.542053032,0.0
1993.0,6054.0,813.45688268,0.0
1993.0,6055.0,813.45688268,0.0
1993.0,6056.0,757.137410926,0.0
1993.0,6057.0,757.137410926,0.0
1993.0,6058.0,813.45688268,0.0
1993.0,6059.0,813.45688268,0.0
1993.0,6060.0,764.454165763,0.0
1993.0,6061.0,764.454165763,0.0
1993.0,6062.0,668.845045793,0.0
1993.0,6063.0,668.845045793,0.0
1993.0,6064.0,668.845045793,0.0
1993.0,6065.0,668.845045793,0.0
1993.0,6066.0,668.845045793,0.0
1993.0,6067.0,720.445835201,0.0
1993.0,6068.0,745.9754639360001,0.0
1993.0,6069.0,719.7516762910001,0.0
1993.0,6070.0,719.7516762910001,0.0
1993.0,6071.0,719.7516762910001,0.0
1993.0,6072.0,668.845045793,0.0
1993.0,6073.0,668.845045793,0.0
1993.0,6074.0,668.845045793,0.0
1993.0,6075.0,668.845045793,0.0
1993.0,6076.0,668.845045793,0.0
1993.0,6077.0,733.632877912,0.0
1993.0,6078.0,719.7516762910001,0.0
1993.0,6079.0,719.7516762910001,0.0
1993.0,6080.0,719.7516762910001,0.0
1993.0,6081.0,719.7516762910001,0.0
1993.0,6082.0,719.7516762910001,0.0
1993.0,6083.0,719.7516762910001,0.0
1993.0,6084.0,668.845045793,0.0
1993.0,6085.0,668.845045793,0.0
1993.0,6086.0,668.845045793,0.0
1993.0,6087.0,668.845045793,0.0
1993.0,6088.0,668.845045793,0.0
1993.0,6089.0,668.845045793,0.0
1993.0,6090.0,724.77178104,0.0
1993.0,6091.0,719.7516762910001,0.0
1993.0,6092.0,719.7516762910001,0.0
1993.0,6093.0,719.7516762910001,0.0
1993.0,6094.0,719.7516762910001,0.0
1993.0,6095.0,668.845045793,0.0
1993.0,6096.0,668.845045793,0.0
1993.0,6097.0,668.845045793,0.0
1993.0,6098.0,668.845045793,0.0
1993.0,6099.0,668.845045793,0.0
1993.0,6100.0,668.845045793,0.0
1993.0,6101.0,668.845045793,0.0
1993.0,6102.0,668.845045793,0.0
1993.0,6103.0,668.845045793,0.0
1993.0,6104.0,668.845045793,0.0
1993.0,6105.0,738.378211025,0.0
1993.0,6106.0,719.7516762910001,0.0
1993.0,6107.0,719.7516762910001,0.0
1993.0,6108.0,719.7516762910001,0.0
1993.0,6109.0,719.7516762910001,0.0
1993.0,6110.0,719.7516762910001,0.0
1993.0,6111.0,719.7516762910001,0.0
1993.0,6112.0,668.845045793,0.0
1993.0,6113.0,668.845045793,0.0
1993.0,6114.0,668.845045793,0.0
1993.0,6115.0,719.7516762910001,0.0
1993.0,6116.0,719.7516762910001,0.0
1993.0,6117.0,668.845045793,0.0
1993.0,6118.0,668.845045793,0.0
1993.0,6119.0,668.845045793,0.0
1993.0,6120.0,683.388856794,0.0
1993.0,6121.0,671.0098534719999,0.0
1993.0,6122.0,668.845045793,0.0
1993.0,6123.0,736.1837441639999,0.0
1993.0,6124.0,737.7811413789999,0.0
1993.0,6125.0,720.7581357989999,0.0
1993.0,6126.0,719.7516762910001,0.0
1993.0,6127.0,719.7516762910001,0.0
1993.0,6128.0,719.7516762910001,0.0
1993.0,6129.0,706.9113249760001,0.0
1993.0,6130.0,674.763460915,0.0
1993.0,6131.0,746.2775721869999,0.0
1993.0,6132.0,684.1569497930001,0.0
1993.0,6133.0,731.988268912,0.0
1993.0,6134.0,746.2775721869999,0.0
1993.0,6135.0,742.48325087,0.0
1993.0,6136.0,740.6689546739999,0.0
1993.0,6137.0,752.657186228,0.0
1993.0,6138.0,738.69723897,0.0
1993.0,6139.0,759.529382749,0.0
1993.0,6140.0,760.0444048969999,0.0
1993.0,6141.0,752.439542551,0.0
1993.0,6142.0,760.0444048969999,0.0
1993.0,6143.0,747.5773608710001,0.0
1993.0,6144.0,746.2775721869999,0.0
1993.0,6145.0,746.2775721869999,0.0
1993.0,6146.0,746.2775721869999,0.0
1993.0,6147.0,746.2775721869999,0.0
1993.0,6148.0,746.2775721869999,0.0
1993.0,6149.0,756.7376007319999,0.0
1993.0,6150.0,760.0444048969999,0.0
1993.0,6151.0,760.0444048969999,0.0
1993.0,6152.0,760.0444048969999,0.0
1993.0,6153.0,760.0444048969999,0.0
1993.0,6154.0,759.838011545,0.0
1993.0,6155.0,758.561356495,0.0
1993.0,6156.0,719.7516762910001,0.0
1993.0,6157.0,719.7516762910001,0.0
1993.0,6158.0,668.845045793,0.0
1993.0,6159.0,668.845045793,0.0
1993.0,6160.0,760.0444048969999,0.0
1993.0,6161.0,760.0444048969999,0.0
1993.0,6162.0,719.7516762910001,0.0
1993.0,6163.0,719.7516762910001,0.0
1993.0,6164.0,719.7516762910001,0.0
1993.0,6165.0,719.7516762910001,0.0
1993.0,6166.0,719.7516762910001,0.0
1993.0,6167.0,719.7516762910001,0.0
1993.0,6168.0,719.7516762910001,0.0
1993.0,6169.0,727.515115227,0.0
1993.0,6170.0,720.441041946,0.0
1993.0,6171.0,719.7516762910001,0.0
1993.0,6172.0,719.7516762910001,0.0
1993.0,6173.0,719.7516762910001,0.0
1993.0,6174.0,760.0444048969999,0.0
1993.0,6175.0,760.0444048969999,0.0
1993.0,6176.0,760.0444048969999,0.0
1993.0,6177.0,760.0444048969999,0.0
1993.0,6178.0,749.989692533,0.0
1993.0,6179.0,759.270978272,0.0
1993.0,6180.0,760.0444048969999,0.0
1993.0,6181.0,760.0444048969999,0.0
1993.0,6182.0,748.8404293780001,0.0
1993.0,6183.0,760.0444048969999,0.0
1993.0,6184.0,760.0444048969999,0.0
1993.0,6185.0,733.2084482480001,0.0
1993.0,6186.0,749.8450688360001,0.0
1993.0,6187.0,760.0444048969999,0.0
1993.0,6188.0,760.0444048969999,0.0
1993.0,6189.0,760.0444048969999,0.0
1993.0,6190.0,760.0444048969999,0.0
1993.0,6191.0,760.0444048969999,0.0
1993.0,6192.0,746.2775721869999,0.0
1993.0,6193.0,746.2775721869999,0.0
1993.0,6194.0,746.2775721869999,0.0
1993.0,6195.0,746.2775721869999,0.0
1993.0,6196.0,746.2775721869999,0.0
1993.0,6197.0,746.2775721869999,0.0
1993.0,6198.0,746.2775721869999,0.0
1993.0,6199.0,746.2775721869999,0.0
1993.0,6200.0,746.2775721869999,0.0
1993.0,6201.0,746.2775721869999,0.0
1993.0,6202.0,746.2775721869999,0.0
1993.0,6203.0,746.2775721869999,0.0
1993.0,6204.0,746.2775721869999,0.0
1993.0,6205.0,746.2775721869999,0.0
1993.0,6206.0,760.0444048969999,0.0
1993.0,6207.0,760.0444048969999,0.0
1993.0,6208.0,760.0444048969999,0.0
1993.0,6209.0,719.7516762910001,0.0
1993.0,6210.0,760.0444048969999,0.0
1993.0,6211.0,760.0444048969999,0.0
1993.0,6212.0,719.7516762910001,0.0
1993.0,6213.0,726.0034161030001,0.0
1993.0,6214.0,719.7516762910001,0.0
1993.0,6215.0,719.7516762910001,0.0
1993.0,6216.0,746.2775721869999,0.0
1993.0,6217.0,746.2775721869999,0.0
1993.0,6218.0,744.74766053,0.0
1993.0,6219.0,695.7662467010001,0.0
1993.0,6220.0,745.210777489,0.0
1993.0,6221.0,745.210777489,0.0
1993.0,6222.0,745.210777489,4.476631697
1993.0,6223.0,745.210777489,0.0
1993.0,6224.0,745.210777489,0.033816703999999996
1993.0,6225.0,745.210777489,0.0
1993.0,6226.0,745.210777489,0.033816703999999996
1993.0,6227.0,706.277914256,0.0
1993.0,6228.0,703.286047753,0.0
1993.0,6229.0,702.0342056889999,0.0
1993.0,6230.0,745.210777489,4.476631697
1993.0,6231.0,745.210777489,0.0
1993.0,6232.0,701.724857455,4.476631697
1993.0,6233.0,745.210777489,4.476631697
1993.0,6234.0,746.74964127,0.033816703999999996
1993.0,6235.0,745.210777489,0.0
1993.0,6236.0,745.210777489,0.0
1993.0,6237.0,745.210777489,0.0
1993.0,6238.0,745.210777489,0.033816703999999996
1993.0,6239.0,745.210777489,0.0
1993.0,6240.0,745.210777489,0.0
1993.0,6241.0,692.23297313,0.0
1993.0,6242.0,689.3675252630001,0.033816703999999996
1993.0,6243.0,745.210777489,4.476631697
1993.0,6244.0,736.7744690019999,0.0
1993.0,6245.0,745.210777489,0.0
1993.0,6246.0,732.81806854,4.476631697
1993.0,6247.0,752.245952428,4.476631697
1993.0,6248.0,742.7134445419999,4.476631697
1993.0,6249.0,744.552421222,1.068786153
1993.0,6250.0,744.552421222,1.068786153
1993.0,6251.0,744.552421222,1.068786153
1993.0,6252.0,720.986261815,1.068786153
1993.0,6253.0,817.462188856,1.068786153
1993.0,6254.0,730.789514264,1.068786153
1993.0,6255.0,817.462188856,1.068786153
1993.0,6256.0,817.2741908539999,1.068786153
1993.0,6257.0,771.219237668,1.068786153
1993.0,6258.0,800.555944655,1.068786153
1993.0,6259.0,813.45688268,1.068786153
1993.0,6260.0,813.45688268,1.068786153
1993.0,6261.0,744.453200084,1.068786153
1993.0,6262.0,809.940984399,1.068786153
